"ExitSpeed","Angle","xwOBA"
45,-70,0.15893
46,-70,0.24722
47,-70,0.32364
48,-70,0.31581
49,-70,0.356
50,-70,0.25031
51,-70,0.16838
52,-70,0.14833
53,-70,0.14159
54,-70,0.15974
55,-70,0.27385
56,-70,0.30341
57,-70,0.3115
58,-70,0.28318
59,-70,0.26511
60,-70,0.18472
61,-70,0.19418
62,-70,0.20298
63,-70,0.16347
64,-70,0.21756
65,-70,0.19778
66,-70,0.27194
67,-70,0.26176
68,-70,0.29667
69,-70,0.25429
70,-70,0.19243
71,-70,0.24273
72,-70,0.26459
73,-70,0.33759
74,-70,0.39265
75,-70,0.4272
76,-70,0.34231
77,-70,0.356
79,-70,0.18737
80,-70,0.20941
81,-70,0.16688
82,-70,0.2225
83,-70,0.15706
84,-70,0.10471
85,-70,0.10471
30,-69,0.11125
31,-69,0.05235
32,-69,0.14053
33,-69,0.14833
34,-69,0.16952
35,-69,0.19071
36,-69,0.178
37,-69,0.178
38,-69,0.17395
39,-69,0.15459
40,-69,0.08714
41,-69,0.08026
42,-69,0.02697
43,-69,0.05394
44,-69,0.14432
45,-69,0.18324
46,-69,0.20538
47,-69,0.23421
48,-69,0.20941
49,-69,0.2225
50,-69,0.20941
51,-69,0.17306
52,-69,0.16688
53,-69,0.15974
54,-69,0.21079
55,-69,0.30341
56,-69,0.31315
57,-69,0.35942
58,-69,0.32224
59,-69,0.27813
60,-69,0.21908
61,-69,0.21928
62,-69,0.20343
63,-69,0.178
64,-69,0.2183
65,-69,0.12979
66,-69,0.18737
67,-69,0.14053
68,-69,0.21079
69,-69,0.21079
70,-69,0.20025
71,-69,0.24273
72,-69,0.19778
73,-69,0.3069
74,-69,0.33057
75,-69,0.39556
76,-69,0.34964
77,-69,0.28607
78,-69,0.15706
79,-69,0.04944
80,-69,0.05235
81,-69,0.11125
82,-69,0.14053
83,-69,0.14053
84,-69,0.10471
85,-69,0.05933
29,-68,0.045
30,-68,0.0445
31,-68,0.04238
32,-68,0.07739
33,-68,0.12136
34,-68,0.1068
35,-68,0.19469
36,-68,0.21649
37,-68,0.19243
38,-68,0.21513
39,-68,0.16343
40,-68,0.10167
41,-68,0.15094
42,-68,0.09536
43,-68,0.10788
44,-68,0.178
45,-68,0.15257
46,-68,0.16182
47,-68,0.20698
48,-68,0.18737
49,-68,0.24837
50,-68,0.27971
51,-68,0.25839
52,-68,0.22968
53,-68,0.13692
54,-68,0.16952
55,-68,0.23509
56,-68,0.21483
57,-68,0.28607
58,-68,0.29667
59,-68,0.2225
60,-68,0.22627
61,-68,0.20767
62,-68,0.18058
63,-68,0.21119
64,-68,0.24982
65,-68,0.19071
66,-68,0.23733
67,-68,0.178
68,-68,0.18628
69,-68,0.19071
70,-68,0.18628
71,-68,0.1998
72,-68,0.18205
73,-68,0.25429
74,-68,0.28865
75,-68,0.3916
76,-68,0.31786
77,-68,0.25839
78,-68,0.15478
79,-68,0.07739
80,-68,0.089
81,-68,0.10471
82,-68,0.14833
83,-68,0.178
29,-67,0.10062
30,-67,0.0445
31,-67,0.03708
32,-67,0.09889
33,-67,0.16481
34,-67,0.20097
35,-67,0.29667
36,-67,0.27194
37,-67,0.2225
38,-67,0.178
39,-67,0.15575
40,-67,0.13906
41,-67,0.178
42,-67,0.19778
43,-67,0.14833
44,-67,0.178
45,-67,0.14432
46,-67,0.13844
47,-67,0.14531
48,-67,0.14159
49,-67,0.18542
50,-67,0.20025
51,-67,0.21576
52,-67,0.14432
53,-67,0.08279
54,-67,0.10898
55,-67,0.17508
56,-67,0.1753
57,-67,0.25621
58,-67,0.27385
59,-67,0.23277
60,-67,0.2391
61,-67,0.22582
62,-67,0.2136
63,-67,0.21576
64,-67,0.25217
65,-67,0.19071
66,-67,0.18628
67,-67,0.15149
68,-67,0.15195
69,-67,0.16952
70,-67,0.19537
71,-67,0.17366
72,-67,0.13024
73,-67,0.16182
74,-67,0.14355
75,-67,0.29667
76,-67,0.25958
77,-67,0.20767
78,-67,0.15345
79,-67,0.09889
80,-67,0.19348
81,-67,0.2225
82,-67,0.25429
83,-67,0.28105
84,-67,0.2225
29,-66,0.04944
30,-66,0
31,-66,0.0313
32,-66,0.06708
33,-66,0.14125
34,-66,0.18937
35,-66,0.24054
36,-66,0.22767
37,-66,0.18542
38,-66,0.18163
39,-66,0.18628
40,-66,0.16838
41,-66,0.18256
42,-66,0.20343
43,-66,0.14833
44,-66,0.19071
45,-66,0.16838
46,-66,0.10595
47,-66,0.1068
48,-66,0.08279
49,-66,0.11609
50,-66,0.16395
51,-66,0.18324
52,-66,0.14159
53,-66,0.14531
54,-66,0.14053
55,-66,0.1753
56,-66,0.19169
57,-66,0.24016
58,-66,0.267
59,-66,0.24722
60,-66,0.24273
61,-66,0.2225
62,-66,0.21908
63,-66,0.24507
64,-66,0.27722
65,-66,0.22466
66,-66,0.21049
67,-66,0.15729
68,-66,0.12979
69,-66,0.16182
70,-66,0.20227
71,-66,0.19537
72,-66,0.15575
73,-66,0.19469
74,-66,0.14355
75,-66,0.2225
76,-66,0.20538
77,-66,0.17226
78,-66,0.13692
79,-66,0.11609
80,-66,0.18737
81,-66,0.2225
82,-66,0.2225
83,-66,0.2225
84,-66,0.20941
28,-65,0.178
29,-65,0.05235
30,-65,0
31,-65,0.03429
32,-65,0.07318
33,-65,0.15409
34,-65,0.17828
35,-65,0.22968
36,-65,0.18737
37,-65,0.13844
38,-65,0.14531
39,-65,0.15149
40,-65,0.178
41,-65,0.2136
42,-65,0.24837
43,-65,0.19071
44,-65,0.2119
45,-65,0.16395
46,-65,0.12419
47,-65,0.11981
48,-65,0.08091
49,-65,0.12714
50,-65,0.13024
51,-65,0.16395
52,-65,0.13961
53,-65,0.12491
54,-65,0.11672
55,-65,0.12714
56,-65,0.13576
57,-65,0.16182
58,-65,0.20396
59,-65,0.23878
60,-65,0.21756
61,-65,0.21283
62,-65,0.23017
63,-65,0.21649
64,-65,0.24449
65,-65,0.21085
66,-65,0.16597
67,-65,0.14277
68,-65,0.12216
69,-65,0.15149
70,-65,0.16688
71,-65,0.15195
72,-65,0.13024
73,-65,0.11125
74,-65,0.09889
75,-65,0.18542
76,-65,0.14833
77,-65,0.18324
78,-65,0.18879
79,-65,0.14833
80,-65,0.2225
81,-65,0.17115
82,-65,0.16182
83,-65,0.16952
84,-65,0.15706
27,-64,0.178
28,-64,0.15706
29,-64,0.05235
30,-64,0.04238
31,-64,0.06192
32,-64,0.08333
33,-64,0.113
34,-64,0.13806
35,-64,0.12276
36,-64,0.13088
37,-64,0.12714
38,-64,0.11362
39,-64,0.16688
40,-64,0.18936
41,-64,0.19196
42,-64,0.23612
43,-64,0.19778
44,-64,0.18163
45,-64,0.1424
46,-64,0.11755
47,-64,0.12714
48,-64,0.11755
49,-64,0.12979
50,-64,0.11609
51,-64,0.13255
52,-64,0.11537
53,-64,0.15893
54,-64,0.1459
55,-64,0.15085
56,-64,0.16879
57,-64,0.15893
58,-64,0.18163
59,-64,0.18205
60,-64,0.14159
61,-64,0.13961
62,-64,0.16879
63,-64,0.19243
64,-64,0.23256
65,-64,0.21579
66,-64,0.20027
67,-64,0.15179
68,-64,0.13961
69,-64,0.15706
70,-64,0.12714
71,-64,0.15257
72,-64,0.09128
73,-64,0.07853
74,-64,0.08344
75,-64,0.12361
76,-64,0.12714
77,-64,0.22886
78,-64,0.25839
79,-64,0.23074
80,-64,0.29667
81,-64,0.178
82,-64,0.15478
83,-64,0.16182
84,-64,0.18737
85,-64,0.29667
26,-63,0.178
27,-63,0.14053
28,-63,0.1335
29,-63,0
30,-63,0.07739
31,-63,0.1356
32,-63,0.14267
33,-63,0.16677
34,-63,0.17828
35,-63,0.11867
36,-63,0.12714
37,-63,0.13024
38,-63,0.11609
39,-63,0.15149
40,-63,0.19348
41,-63,0.19196
42,-63,0.2314
43,-63,0.2225
44,-63,0.20151
45,-63,0.17115
46,-63,0.14833
47,-63,0.16593
48,-63,0.13961
49,-63,0.16792
50,-63,0.15893
51,-63,0.1554
52,-63,0.15297
53,-63,0.18078
54,-63,0.1554
55,-63,0.14833
56,-63,0.17175
57,-63,0.11981
58,-63,0.11362
59,-63,0.11125
60,-63,0.08476
61,-63,0.12714
62,-63,0.15893
63,-63,0.20941
64,-63,0.22444
65,-63,0.19633
66,-63,0.20831
67,-63,0.15151
68,-63,0.1335
69,-63,0.14564
70,-63,0.12979
71,-63,0.15974
72,-63,0.10114
73,-63,0.10114
74,-63,0.06512
75,-63,0.07417
76,-63,0.08279
77,-63,0.16395
78,-63,0.2225
79,-63,0.20538
80,-63,0.2225
81,-63,0.11609
82,-63,0.08091
83,-63,0.11609
84,-63,0.19778
30,-62,0.09889
31,-62,0.12136
32,-62,0.12276
33,-62,0.12714
34,-62,0.18414
35,-62,0.15893
36,-62,0.22886
37,-62,0.22821
38,-62,0.15478
39,-62,0.178
40,-62,0.178
41,-62,0.20227
42,-62,0.21756
43,-62,0.20396
44,-62,0.15706
45,-62,0.11537
46,-62,0.15085
47,-62,0.18102
48,-62,0.17175
49,-62,0.18365
50,-62,0.1554
51,-62,0.13411
52,-62,0.13411
53,-62,0.16768
54,-62,0.14127
55,-62,0.13185
56,-62,0.1381
57,-62,0.10741
58,-62,0.11484
59,-62,0.10627
60,-62,0.1093
61,-62,0.11672
62,-62,0.14833
63,-62,0.19632
64,-62,0.20877
65,-62,0.18987
66,-62,0.18987
67,-62,0.13789
68,-62,0.11125
69,-62,0.12068
70,-62,0.13185
71,-62,0.17366
72,-62,0.12136
73,-62,0.11125
74,-62,0.06209
75,-62,0.06717
76,-62,0.07265
77,-62,0.14833
78,-62,0.18737
79,-62,0.20097
80,-62,0.23074
81,-62,0.13692
82,-62,0.11609
83,-62,0.12136
84,-62,0.26176
28,-61,0.10471
29,-61,0.05562
30,-61,0.12136
31,-61,0.11125
32,-61,0.16688
33,-61,0.18256
34,-61,0.24273
35,-61,0.19778
36,-61,0.2225
37,-61,0.21649
38,-61,0.13543
39,-61,0.13961
40,-61,0.12714
41,-61,0.11609
42,-61,0.17115
43,-61,0.19778
44,-61,0.15614
45,-61,0.14833
46,-61,0.14304
47,-61,0.16481
48,-61,0.16182
49,-61,0.16182
50,-61,0.14833
51,-61,0.1463
52,-61,0.16395
53,-61,0.21576
54,-61,0.20767
55,-61,0.15893
56,-61,0.1579
57,-61,0.10627
58,-61,0.08683
59,-61,0.08184
60,-61,0.07315
61,-61,0.07026
62,-61,0.10028
63,-61,0.178
64,-61,0.2131
65,-61,0.2119
66,-61,0.24016
67,-61,0.19071
68,-61,0.13088
69,-61,0.15062
70,-61,0.15893
71,-61,0.18256
72,-61,0.13844
73,-61,0.12979
74,-61,0.09082
75,-61,0.06246
76,-61,0.07574
77,-61,0.14488
78,-61,0.16838
79,-61,0.25031
80,-61,0.28607
81,-61,0.19778
82,-61,0.178
83,-61,0.14833
84,-61,0.28318
85,-61,0.34611
86,-61,0.356
28,-60,0.31412
29,-60,0.3115
30,-60,0.30957
31,-60,0.30957
32,-60,0.27087
33,-60,0.23074
34,-60,0.34964
35,-60,0.25429
36,-60,0.23421
37,-60,0.20025
38,-60,0.12945
39,-60,0.14053
40,-60,0.14564
41,-60,0.13434
42,-60,0.13185
43,-60,0.15085
44,-60,0.12276
45,-60,0.1335
46,-60,0.16347
47,-60,0.17413
48,-60,0.17115
49,-60,0.178
50,-60,0.14833
51,-60,0.14833
52,-60,0.14833
53,-60,0.16838
54,-60,0.17226
55,-60,0.12714
56,-60,0.11443
57,-60,0.09368
58,-60,0.07656
59,-60,0.0999
60,-60,0.10595
61,-60,0.11965
62,-60,0.14573
63,-60,0.1637
64,-60,0.19237
65,-60,0.15042
66,-60,0.16768
67,-60,0.18041
68,-60,0.11867
69,-60,0.16296
70,-60,0.19778
71,-60,0.16688
72,-60,0.20538
73,-60,0.16481
74,-60,0.11755
75,-60,0.10213
76,-60,0.07265
77,-60,0.08683
78,-60,0.09368
79,-60,0.16688
80,-60,0.19778
81,-60,0.17226
82,-60,0.18414
83,-60,0.15345
84,-60,0.23074
85,-60,0.267
86,-60,0.20941
28,-59,0.31412
29,-59,0.30957
30,-59,0.27385
31,-59,0.23962
32,-59,0.16182
33,-59,0.10269
34,-59,0.18414
35,-59,0.14833
36,-59,0.16952
37,-59,0.17413
38,-59,0.1459
39,-59,0.15297
40,-59,0.12919
41,-59,0.10559
42,-59,0.089
43,-59,0.10213
44,-59,0.09207
45,-59,0.10383
46,-59,0.13961
47,-59,0.15113
48,-59,0.16593
49,-59,0.16688
50,-59,0.14833
51,-59,0.13485
52,-59,0.12882
53,-59,0.16613
54,-59,0.17015
55,-59,0.16182
56,-59,0.14833
57,-59,0.15195
58,-59,0.11687
59,-59,0.11687
60,-59,0.11125
61,-59,0.08561
62,-59,0.11176
63,-59,0.13895
64,-59,0.17614
65,-59,0.15224
66,-59,0.16296
67,-59,0.17115
68,-59,0.13692
69,-59,0.17566
70,-59,0.20173
71,-59,0.19418
72,-59,0.20661
73,-59,0.1813
74,-59,0.1678
75,-59,0.15255
76,-59,0.1217
77,-59,0.15372
78,-59,0.10595
79,-59,0.14053
80,-59,0.19469
81,-59,0.15706
82,-59,0.16688
83,-59,0.11867
84,-59,0.17115
85,-59,0.178
86,-59,0.16688
91,-59,0.41533
28,-58,0.2492
29,-58,0.28607
30,-58,0.27621
31,-58,0.23962
32,-58,0.19348
33,-58,0.1424
34,-58,0.20767
35,-58,0.16838
36,-58,0.14432
37,-58,0.14833
38,-58,0.11755
39,-58,0.13576
40,-58,0.12323
41,-58,0.09585
42,-58,0.10471
43,-58,0.09299
44,-58,0.09734
45,-58,0.10954
46,-58,0.08091
47,-58,0.10741
48,-58,0.13576
49,-58,0.1459
50,-58,0.1594
51,-58,0.15297
52,-58,0.13597
53,-58,0.15427
54,-58,0.15257
55,-58,0.14462
56,-58,0.1394
57,-58,0.14322
58,-58,0.12961
59,-58,0.14384
60,-58,0.12337
61,-58,0.12071
62,-58,0.11826
63,-58,0.12107
64,-58,0.15519
65,-58,0.11558
66,-58,0.1387
67,-58,0.16368
68,-58,0.15523
69,-58,0.19301
70,-58,0.19778
71,-58,0.1753
72,-58,0.17306
73,-58,0.13284
74,-58,0.15179
75,-58,0.15179
76,-58,0.12712
77,-58,0.1678
78,-58,0.11362
79,-58,0.11867
80,-58,0.14833
81,-58,0.11125
82,-58,0.12714
83,-58,0.089
84,-58,0.11125
85,-58,0.14053
86,-58,0.10471
91,-58,0.356
28,-57,0.2225
29,-57,0.2848
30,-57,0.2225
31,-57,0.23074
32,-57,0.1068
33,-57,0.03296
34,-57,0.16481
35,-57,0.13088
36,-57,0.16395
37,-57,0.18628
38,-57,0.15706
39,-57,0.20538
40,-57,0.16481
41,-57,0.12945
42,-57,0.11125
43,-57,0.06246
44,-57,0.08091
45,-57,0.07946
46,-57,0.06846
47,-57,0.13576
48,-57,0.16593
49,-57,0.20097
50,-57,0.2225
51,-57,0.19348
52,-57,0.14646
53,-57,0.15383
54,-57,0.12192
55,-57,0.12392
56,-57,0.13053
57,-57,0.14833
58,-57,0.13844
59,-57,0.16
60,-57,0.17624
61,-57,0.164
62,-57,0.16614
63,-57,0.15965
64,-57,0.14226
65,-57,0.10723
66,-57,0.11655
67,-57,0.11
68,-57,0.11518
69,-57,0.15012
70,-57,0.16368
71,-57,0.15383
72,-57,0.15974
73,-57,0.12027
74,-57,0.11986
75,-57,0.14061
76,-57,0.10593
77,-57,0.1322
78,-57,0.08091
79,-57,0.04238
80,-57,0.06675
81,-57,0.04944
82,-57,0.07853
83,-57,0.05394
84,-57,0.03423
85,-57,0.0387
86,-57,0
88,-57,0.05562
89,-57,0.04944
90,-57,0.05562
91,-57,0.11867
25,-56,0.05933
26,-56,0.04944
27,-56,0.08091
28,-56,0.10269
29,-56,0.08091
30,-56,0.05562
31,-56,0.03423
32,-56,0.03179
33,-56,0.02618
34,-56,0.09207
35,-56,0.07629
36,-56,0.1141
37,-56,0.14159
38,-56,0.11867
39,-56,0.16688
40,-56,0.1068
41,-56,0.1068
42,-56,0.16182
43,-56,0.13185
44,-56,0.178
45,-56,0.14833
46,-56,0.10269
47,-56,0.1381
48,-56,0.13434
49,-56,0.16182
50,-56,0.18324
51,-56,0.17015
52,-56,0.14462
53,-56,0.16753
54,-56,0.1335
55,-56,0.12867
56,-56,0.14053
57,-56,0.15427
58,-56,0.16952
59,-56,0.18256
60,-56,0.1914
61,-56,0.16269
62,-56,0.16182
63,-56,0.15772
64,-56,0.13519
65,-56,0.12392
66,-56,0.10988
67,-56,0.09314
68,-56,0.09889
69,-56,0.11125
70,-56,0.12714
71,-56,0.13299
72,-56,0.12238
73,-56,0.10539
74,-56,0.09866
75,-56,0.10328
76,-56,0.08328
77,-56,0.10035
78,-56,0.07417
79,-56,0.06068
80,-56,0.07911
81,-56,0.07821
82,-56,0.08243
83,-56,0.05684
84,-56,0.04379
85,-56,0
86,-56,0.0387
87,-56,0.05562
88,-56,0.11867
89,-56,0.11867
91,-56,0.11867
26,-55,0.05562
27,-55,0.1068
28,-55,0.09207
29,-55,0.09889
30,-55,0.1141
31,-55,0.08613
32,-55,0.09622
33,-55,0.08091
34,-55,0.09889
35,-55,0.10349
36,-55,0.1335
37,-55,0.12027
38,-55,0.09128
39,-55,0.13692
40,-55,0.11867
41,-55,0.14833
42,-55,0.20538
43,-55,0.16182
44,-55,0.15614
45,-55,0.12945
46,-55,0.09051
47,-55,0.1335
48,-55,0.13692
49,-55,0.17175
50,-55,0.18058
51,-55,0.15427
52,-55,0.13453
53,-55,0.13692
54,-55,0.10723
55,-55,0.08578
56,-55,0.10139
57,-55,0.09622
58,-55,0.12714
59,-55,0.17015
60,-55,0.20538
61,-55,0.20278
62,-55,0.20726
63,-55,0.17338
64,-55,0.13692
65,-55,0.13185
66,-55,0.09128
67,-55,0.0879
68,-55,0.06759
69,-55,0.09128
70,-55,0.12289
71,-55,0.12427
72,-55,0.12568
73,-55,0.09756
