"ExitSpeed","Angle","xwOBA"
74,-55,0.06675
75,-55,0.10013
76,-55,0.09585
77,-55,0.09051
78,-55,0.09468
79,-55,0.04341
80,-55,0.06068
81,-55,0.07625
82,-55,0.08971
83,-55,0.06545
84,-55,0.04536
85,-55,0
86,-55,0.03708
87,-55,0.04944
88,-55,0.05933
89,-55,0.05562
26,-54,0.10471
27,-54,0.11609
28,-54,0.09536
29,-54,0.11125
30,-54,0.09271
31,-54,0.10114
32,-54,0.089
33,-54,0.08396
34,-54,0.08279
35,-54,0.09271
36,-54,0.12714
37,-54,0.1335
38,-54,0.1335
39,-54,0.13692
40,-54,0.13844
41,-54,0.15478
42,-54,0.2136
43,-54,0.19778
44,-54,0.1813
45,-54,0.15113
46,-54,0.11125
47,-54,0.17482
48,-54,0.20151
49,-54,0.2225
50,-54,0.21908
51,-54,0.16069
52,-54,0.13774
53,-54,0.13398
54,-54,0.11125
55,-54,0.089
56,-54,0.09424
57,-54,0.08419
58,-54,0.10171
59,-54,0.12919
60,-54,0.23164
61,-54,0.2119
62,-54,0.22506
63,-54,0.22484
64,-54,0.14202
65,-54,0.14833
66,-54,0.1169
67,-54,0.10566
68,-54,0.09975
69,-54,0.10695
70,-54,0.12042
71,-54,0.10087
72,-54,0.10087
73,-54,0.08427
74,-54,0.05427
75,-54,0.10349
76,-54,0.09889
77,-54,0.09585
78,-54,0.11362
79,-54,0.07026
80,-54,0.08683
81,-54,0.12385
82,-54,0.12385
83,-54,0.08243
84,-54,0.06171
85,-54,0
86,-54,0.0387
87,-54,0.04944
89,-54,0.05933
91,-54,0
26,-53,0.14833
27,-53,0.16182
28,-53,0.13185
29,-53,0.18879
30,-53,0.16182
31,-53,0.19348
32,-53,0.18472
33,-53,0.15893
34,-53,0.1246
35,-53,0.12216
36,-53,0.12419
37,-53,0.11125
38,-53,0.1141
39,-53,0.06675
40,-53,0.089
41,-53,0.12979
42,-53,0.17451
43,-53,0.18414
44,-53,0.16049
45,-53,0.12136
46,-53,0.09889
47,-53,0.12136
48,-53,0.16879
49,-53,0.16481
50,-53,0.16182
51,-53,0.09585
52,-53,0.0712
53,-53,0.089
54,-53,0.07824
55,-53,0.0734
56,-53,0.09082
57,-53,0.07598
58,-53,0.11266
59,-53,0.12899
60,-53,0.17269
61,-53,0.18229
62,-53,0.17604
63,-53,0.20186
64,-53,0.14384
65,-53,0.1462
66,-53,0.13549
67,-53,0.11409
68,-53,0.1154
69,-53,0.11639
70,-53,0.11223
71,-53,0.09427
72,-53,0.1232
73,-53,0.10198
74,-53,0.09102
75,-53,0.13255
76,-53,0.12882
77,-53,0.12027
78,-53,0.12945
79,-53,0.09889
80,-53,0.07911
81,-53,0.1178
82,-53,0.10733
83,-53,0.07821
84,-53,0.05684
85,-53,0
86,-53,0.06846
87,-53,0.08091
88,-53,0.14833
89,-53,0.16688
26,-52,0.15706
27,-52,0.16952
28,-52,0.09889
29,-52,0.20343
30,-52,0.21756
31,-52,0.24431
32,-52,0.23344
33,-52,0.21119
34,-52,0.16792
35,-52,0.17482
36,-52,0.17043
37,-52,0.15822
38,-52,0.14159
39,-52,0.06675
40,-52,0.12714
41,-52,0.13543
42,-52,0.1602
43,-52,0.16182
44,-52,0.10269
45,-52,0.11484
46,-52,0.09029
47,-52,0.11955
48,-52,0.18078
49,-52,0.14833
50,-52,0.16431
51,-52,0.11282
52,-52,0.09314
53,-52,0.0957
54,-52,0.08521
55,-52,0.07777
56,-52,0.089
57,-52,0.0708
58,-52,0.07911
59,-52,0.09651
60,-52,0.12867
61,-52,0.15648
62,-52,0.17081
63,-52,0.19778
64,-52,0.13763
65,-52,0.13792
66,-52,0.13258
67,-52,0.11505
68,-52,0.11753
69,-52,0.11365
70,-52,0.10615
71,-52,0.07869
72,-52,0.09872
73,-52,0.08721
74,-52,0.08802
75,-52,0.13906
76,-52,0.1411
77,-52,0.11655
78,-52,0.11302
79,-52,0.07672
80,-52,0.0698
81,-52,0.10114
82,-52,0.09468
83,-52,0.04811
84,-52,0.02342
85,-52,0
86,-52,0.06968
87,-52,0.08
88,-52,0.13261
89,-52,0.14524
25,-51,0.226
26,-51,0.20941
27,-51,0.23421
28,-51,0.1424
29,-51,0.20097
30,-51,0.18256
31,-51,0.22723
32,-51,0.25189
33,-51,0.27385
34,-51,0.2848
35,-51,0.24722
36,-51,0.23612
37,-51,0.2083
38,-51,0.17413
39,-51,0.14833
40,-51,0.1602
41,-51,0.14833
42,-51,0.16792
43,-51,0.16182
44,-51,0.13434
45,-51,0.15062
46,-51,0.10954
47,-51,0.13597
48,-51,0.18288
49,-51,0.1323
50,-51,0.1463
51,-51,0.12027
52,-51,0.10349
53,-51,0.11484
54,-51,0.10788
55,-51,0.08725
56,-51,0.08173
57,-51,0.07
58,-51,0.08173
59,-51,0.089
60,-51,0.10788
61,-51,0.13308
62,-51,0.1414
63,-51,0.178
64,-51,0.12945
65,-51,0.11636
66,-51,0.11632
67,-51,0.09654
68,-51,0.10681
69,-51,0.1044
70,-51,0.08621
71,-51,0.06593
72,-51,0.10758
73,-51,0.09424
74,-51,0.10527
75,-51,0.11687
76,-51,0.0957
77,-51,0.09368
78,-51,0.08653
79,-51,0.09585
80,-51,0.06846
81,-51,0.09674
82,-51,0.08396
83,-51,0.0387
84,-51,0.04045
85,-51,0
86,-51,0.072
87,-51,0.09391
88,-51,0.14524
89,-51,0.14524
25,-50,0.19941
26,-50,0.178
27,-50,0.23217
28,-50,0.20538
29,-50,0.28607
30,-50,0.29667
31,-50,0.26295
32,-50,0.31521
33,-50,0.31315
34,-50,0.30808
35,-50,0.30226
36,-50,0.24431
37,-50,0.178
38,-50,0.12216
39,-50,0.09674
40,-50,0.12714
41,-50,0.1246
42,-50,0.15149
43,-50,0.15149
44,-50,0.1068
45,-50,0.1381
46,-50,0.11672
47,-50,0.10171
48,-50,0.12027
49,-50,0.089
50,-50,0.0879
51,-50,0.09889
52,-50,0.09368
53,-50,0.10198
54,-50,0.09693
55,-50,0.07349
56,-50,0.0734
57,-50,0.06699
58,-50,0.06532
59,-50,0.08018
60,-50,0.06191
61,-50,0.08025
62,-50,0.10239
63,-50,0.11125
64,-50,0.10713
65,-50,0.10391
66,-50,0.09505
67,-50,0.07491
68,-50,0.07143
69,-50,0.05933
70,-50,0.05
71,-50,0.06512
72,-50,0.12856
73,-50,0.11253
74,-50,0.12856
75,-50,0.12576
76,-50,0.09424
77,-50,0.08802
78,-50,0.07026
79,-50,0.06742
80,-50,0.05135
81,-50,0.06846
82,-50,0.05933
83,-50,0.04238
84,-50,0.02405
85,-50,0
86,-50,0.07714
87,-50,0.10286
88,-50,0.14524
89,-50,0.1525
24,-49,0.19941
25,-49,0.20381
26,-49,0.14833
27,-49,0.2225
28,-49,0.24552
29,-49,0.23559
30,-49,0.24475
31,-49,0.178
32,-49,0.2225
33,-49,0.26544
34,-49,0.28547
35,-49,0.30808
36,-49,0.25429
37,-49,0.21707
38,-49,0.14531
39,-49,0.13255
40,-49,0.17115
41,-49,0.14833
42,-49,0.16481
43,-49,0.178
44,-49,0.17482
45,-49,0.20426
46,-49,0.17226
47,-49,0.1323
48,-49,0.11125
49,-49,0.08707
50,-49,0.08802
51,-49,0.11384
52,-49,0.1157
53,-49,0.10898
54,-49,0.11019
55,-49,0.08241
56,-49,0.05562
57,-49,0.06628
58,-49,0.06717
59,-49,0.07807
60,-49,0.08613
61,-49,0.08832
62,-49,0.11769
63,-49,0.12171
64,-49,0.11314
65,-49,0.10854
66,-49,0.08025
67,-49,0.06731
68,-49,0.06965
69,-49,0.05287
70,-49,0.0445
71,-49,0.0698
72,-49,0.09598
73,-49,0.09324
74,-49,0.11233
75,-49,0.1068
76,-49,0.07495
77,-49,0.07824
78,-49,0.06759
79,-49,0.05394
80,-49,0.06593
81,-49,0.08279
82,-49,0.06512
83,-49,0.0445
84,-49,0.02618
85,-49,0
86,-49,0.04536
87,-49,0.0635
88,-49,0.07938
89,-49,0.12706
24,-48,0.18833
25,-48,0.214
26,-48,0.18542
27,-48,0.2225
28,-48,0.28607
29,-48,0.2697
30,-48,0.21649
31,-48,0.14159
32,-48,0.20227
33,-48,0.23074
34,-48,0.25644
35,-48,0.29127
36,-48,0.24722
37,-48,0.21283
38,-48,0.1424
39,-48,0.13434
40,-48,0.12491
41,-48,0.12491
42,-48,0.13185
43,-48,0.15085
44,-48,0.18967
45,-48,0.18967
46,-48,0.178
47,-48,0.14397
48,-48,0.12192
49,-48,0.11384
50,-48,0.10114
51,-48,0.10114
52,-48,0.089
53,-48,0.09324
54,-48,0.11225
55,-48,0.09536
56,-48,0.0698
57,-48,0.07265
58,-48,0.06532
59,-48,0.06246
60,-48,0.09039
61,-48,0.09336
62,-48,0.1087
63,-48,0.11955
64,-48,0.10788
65,-48,0.09734
66,-48,0.09029
67,-48,0.08969
68,-48,0.08279
69,-48,0.07026
70,-48,0.05716
71,-48,0.07876
72,-48,0.10423
73,-48,0.09368
74,-48,0.10813
75,-48,0.09505
76,-48,0.07653
77,-48,0.09322
78,-48,0.08474
79,-48,0.07431
80,-48,0.06846
81,-48,0.10114
82,-48,0.12714
83,-48,0.12136
84,-48,0.11711
85,-48,0.10471
86,-48,0.0387
87,-48,0.089
88,-48,0.11867
89,-48,0.23176
90,-48,0.23176
91,-48,0.23176
92,-48,0.21889
24,-47,0.14833
25,-47,0.1335
26,-47,0.15893
27,-47,0.19469
28,-47,0.23733
29,-47,0.26459
30,-47,0.21756
31,-47,0.15404
32,-47,0.19418
33,-47,0.18102
34,-47,0.21119
35,-47,0.27385
36,-47,0.20941
37,-47,0.17115
38,-47,0.14833
39,-47,0.10954
40,-47,0.10627
41,-47,0.13131
42,-47,0.09082
43,-47,0.15614
44,-47,0.23017
45,-47,0.21119
46,-47,0.20426
47,-47,0.14833
48,-47,0.09585
49,-47,0.11266
50,-47,0.10471
51,-47,0.12136
52,-47,0.1157
53,-47,0.10369
54,-47,0.11431
55,-47,0.09287
56,-47,0.07216
57,-47,0.08091
58,-47,0.08091
59,-47,0.07709
60,-47,0.10885
61,-47,0.10223
62,-47,0.10627
63,-47,0.1087
64,-47,0.08476
65,-47,0.08153
66,-47,0.08384
67,-47,0.08445
68,-47,0.07853
69,-47,0.07008
70,-47,0.05024
71,-47,0.06512
72,-47,0.08227
73,-47,0.06965
74,-47,0.1033
75,-47,0.11019
76,-47,0.09567
77,-47,0.10791
78,-47,0.07627
79,-47,0.04621
80,-47,0.05933
81,-47,0.08558
82,-47,0.12216
83,-47,0.11867
84,-47,0.09128
85,-47,0.10171
86,-47,0.06593
87,-47,0.10269
88,-47,0.15706
89,-47,0.2415
90,-47,0.197
91,-47,0.23176
92,-47,0.18762
93,-47,0.10471
94,-47,0.15625
24,-46,0.2119
25,-46,0.23217
26,-46,0.2225
27,-46,0.25031
28,-46,0.24552
29,-46,0.22821
30,-46,0.23509
31,-46,0.20661
32,-46,0.21483
33,-46,0.178
34,-46,0.18414
35,-46,0.24088
36,-46,0.214
37,-46,0.26
38,-46,0.27175
39,-46,0.20921
40,-46,0.1997
41,-46,0.19948
42,-46,0.15404
43,-46,0.18967
44,-46,0.24403
45,-46,0.21908
46,-46,0.16688
47,-46,0.12516
48,-46,0.10471
49,-46,0.15127
50,-46,0.14759
51,-46,0.16066
52,-46,0.14606
53,-46,0.09693
54,-46,0.11019
55,-46,0.09598
56,-46,0.07417
57,-46,0.0882
58,-46,0.09368
59,-46,0.08215
60,-46,0.11362
61,-46,0.11048
62,-46,0.10923
63,-46,0.11158
64,-46,0.09053
65,-46,0.0737
66,-46,0.07574
67,-46,0.08634
68,-46,0.07252
69,-46,0.08634
70,-46,0.07146
71,-46,0.07796
72,-46,0.10191
73,-46,0.07895
74,-46,0.10061
75,-46,0.09451
76,-46,0.06696
77,-46,0.10277
78,-46,0.08321
79,-46,0.08026
80,-46,0.088
81,-46,0.09862
82,-46,0.13393
83,-46,0.12961
84,-46,0.15023
85,-46,0.13024
86,-46,0.12361
87,-46,0.13485
88,-46,0.16182
89,-46,0.21185
90,-46,0.14593
91,-46,0.16417
92,-46,0.17889
93,-46,0.1335
94,-46,0.21187
24,-45,0.33375
25,-45,0.29667
26,-45,0.25429
27,-45,0.24552
28,-45,0.17226
29,-45,0.20538
30,-45,0.23962
31,-45,0.23509
32,-45,0.23839
33,-45,0.17508
34,-45,0.1554
35,-45,0.20803
36,-45,0.20886
37,-45,0.24224
38,-45,0.26485
39,-45,0.21967
40,-45,0.23379
41,-45,0.23778
42,-45,0.19333
43,-45,0.19558
44,-45,0.18472
45,-45,0.17482
46,-45,0.15113
47,-45,0.12714
48,-45,0.12323
49,-45,0.158
50,-45,0.15106
51,-45,0.1551
52,-45,0.14194
53,-45,0.1065
54,-45,0.10559
55,-45,0.11363
56,-45,0.11538
57,-45,0.11984
58,-45,0.12213
59,-45,0.09069
60,-45,0.09822
61,-45,0.09822
62,-45,0.08483
63,-45,0.07533
64,-45,0.07138
65,-45,0.05046
66,-45,0.06953
67,-45,0.11207
68,-45,0.09511
69,-45,0.11044
70,-45,0.09271
71,-45,0.06953
72,-45,0.09585
73,-45,0.08227
74,-45,0.11609
75,-45,0.10943
76,-45,0.09066
77,-45,0.13927
78,-45,0.11323
79,-45,0.12379
80,-45,0.13113
81,-45,0.11817
82,-45,0.1356
83,-45,0.13983
84,-45,0.15255
85,-45,0.11981
86,-45,0.14053
87,-45,0.15706
88,-45,0.18542
89,-45,0.22
90,-45,0.14071
91,-45,0.14593
92,-45,0.1725
93,-45,0.15478
94,-45,0.22526
24,-44,0.38938
25,-44,0.32789
26,-44,0.25429
27,-44,0.2637
28,-44,0.17226
29,-44,0.17366
30,-44,0.26262
31,-44,0.26422
32,-44,0.24868
33,-44,0.23217
34,-44,0.19948
35,-44,0.21794
36,-44,0.22145
37,-44,0.26607
38,-44,0.27288
39,-44,0.26056
40,-44,0.29509
41,-44,0.2568
42,-44,0.23696
43,-44,0.22673
44,-44,0.17833
45,-44,0.17831
46,-44,0.13131
47,-44,0.09734
48,-44,0.09368
49,-44,0.12373
50,-44,0.13488
51,-44,0.15553
52,-44,0.17083
53,-44,0.11814
54,-44,0.10835
55,-44,0.11464
56,-44,0.11073
57,-44,0.12023
58,-44,0.12331
59,-44,0.09298
60,-44,0.08826
61,-44,0.08946
62,-44,0.08563
63,-44,0.0934
64,-44,0.08979
65,-44,0.0802
66,-44,0.07252
67,-44,0.08148
68,-44,0.07146
69,-44,0.08775
70,-44,0.08419
71,-44,0.06496
72,-44,0.09082
73,-44,0.07417
74,-44,0.09821
75,-44,0.10507
76,-44,0.09095
77,-44,0.13083
78,-44,0.10537
79,-44,0.10942
80,-44,0.1192
81,-44,0.09146
82,-44,0.10756
83,-44,0.13492
84,-44,0.13356
85,-44,0.15957
86,-44,0.1875
87,-44,0.16182
88,-44,0.16481
89,-44,0.12714
90,-44,0.06846
91,-44,0.0712
92,-44,0.11125
93,-44,0.09368
94,-44,0.19778
95,-44,0.335
96,-44,0.35471
97,-44,0.37687
24,-43,0.38938
25,-43,0.3115
26,-43,0.27087
27,-43,0.267
28,-43,0.20097
29,-43,0.22676
30,-43,0.3102
31,-43,0.28722
32,-43,0.25207
33,-43,0.20859
34,-43,0.14053
35,-43,0.16143
36,-43,0.17281
37,-43,0.2705
38,-43,0.29525
39,-43,0.29313
40,-43,0.33813
41,-43,0.2212
42,-43,0.21054
43,-43,0.21492
44,-43,0.14328
45,-43,0.15286
46,-43,0.10788
47,-43,0.09029
48,-43,0.10854
49,-43,0.11897
50,-43,0.12873
51,-43,0.12154
52,-43,0.13132
53,-43,0.10813
54,-43,0.089
55,-43,0.12938
56,-43,0.12913
57,-43,0.11489
58,-43,0.12148
59,-43,0.0758
60,-43,0.0617
61,-43,0.06949
62,-43,0.08509
63,-43,0.09556
64,-43,0.1038
65,-43,0.10006
66,-43,0.08775
67,-43,0.10807
68,-43,0.09468
69,-43,0.11558
70,-43,0.10075
71,-43,0.07323
72,-43,0.0995
73,-43,0.08252
74,-43,0.10154
75,-43,0.10293
76,-43,0.08148
77,-43,0.1228
78,-43,0.12333
79,-43,0.14345
80,-43,0.15958
81,-43,0.113
82,-43,0.11826
83,-43,0.14636
84,-43,0.13921
85,-43,0.16873
86,-43,0.19745
87,-43,0.16952
88,-43,0.18324
89,-43,0.17226
90,-43,0.09536
91,-43,0.09207
92,-43,0.1424
93,-43,0.089
94,-43,0.18737
95,-43,0.35471
96,-43,0.37687
97,-43,0.402
24,-42,0.36647
25,-42,0.28958
26,-42,0.278
27,-42,0.245
28,-42,0.21189
29,-42,0.20975
30,-42,0.2924
31,-42,0.29827
32,-42,0.24226
33,-42,0.22655
34,-42,0.1602
35,-42,0.13692
36,-42,0.16792
37,-42,0.22686
38,-42,0.2225
39,-42,0.24273
40,-42,0.29357
41,-42,0.21
42,-42,0.19981
43,-42,0.20983
44,-42,0.14567
45,-42,0.16185
46,-42,0.14612
47,-42,0.12323
48,-42,0.11125
49,-42,0.06846
50,-42,0.09585
51,-42,0.09013
52,-42,0.11125
53,-42,0.12337
54,-42,0.09798
55,-42,0.12818
56,-42,0.13
57,-42,0.11233
58,-42,0.11081
59,-42,0.06805
60,-42,0.05462
61,-42,0.0635
62,-42,0.07961
63,-42,0.10154
64,-42,0.10635
65,-42,0.11056
66,-42,0.09557
67,-42,0.09699
68,-42,0.08669
69,-42,0.0906
70,-42,0.07899
71,-42,0.08222
72,-42,0.09937
73,-42,0.09879
74,-42,0.11558
75,-42,0.10981
76,-42,0.09958
77,-42,0.12579
78,-42,0.13705
79,-42,0.13083
80,-42,0.13963
81,-42,0.09082
82,-42,0.08707
83,-42,0.12338
84,-42,0.11538
85,-42,0.16672
86,-42,0.17846
87,-42,0.14531
88,-42,0.14159
89,-42,0.12714
90,-42,0.11484
91,-42,0.11484
92,-42,0.1424
93,-42,0.08476
94,-42,0.178
95,-42,0.30235
96,-42,0.402
24,-41,0.29667
25,-41,0.28958
26,-41,0.31179
27,-41,0.28161
28,-41,0.24943
29,-41,0.21513
30,-41,0.26204
31,-41,0.29264
32,-41,0.24964
33,-41,0.25891
34,-41,0.20538
35,-41,0.15113
36,-41,0.17451
37,-41,0.23074
38,-41,0.25429
39,-41,0.28318
40,-41,0.29848
41,-41,0.21581
42,-41,0.18612
43,-41,0.1965
44,-41,0.15532
45,-41,0.15246
46,-41,0.13053
47,-41,0.10028
48,-41,0.08307
49,-41,0.06014
50,-41,0.06642
51,-41,0.06096
52,-41,0.089
53,-41,0.10349
54,-41,0.08725
55,-41,0.11033
56,-41,0.09336
57,-41,0.08396
58,-41,0.07465
59,-41,0.04684
60,-41,0.0505
61,-41,0.06162
62,-41,0.09842
63,-41,0.11374
64,-41,0.10595
65,-41,0.11623
66,-41,0.09128
67,-41,0.07369
68,-41,0.07231
69,-41,0.07
70,-41,0.06428
71,-41,0.08294
72,-41,0.10561
73,-41,0.10186
74,-41,0.10292
75,-41,0.10503
76,-41,0.07713
77,-41,0.08581
78,-41,0.09878
79,-41,0.08136
80,-41,0.10302
81,-41,0.0712
82,-41,0.08926
83,-41,0.1288
84,-41,0.1142
85,-41,0.19887
86,-41,0.19189
87,-41,0.15706
88,-41,0.13543
89,-41,0.11125
90,-41,0.09889
91,-41,0.10171
92,-41,0.13692
93,-41,0.089
94,-41,0.16952
95,-41,0.23611
96,-41,0.32125
24,-40,0.26176
25,-40,0.28857
26,-40,0.32667
27,-40,0.28161
28,-40,0.27486
29,-40,0.25425
30,-40,0.23532
31,-40,0.26204
32,-40,0.21686
33,-40,0.20538
34,-40,0.17482
35,-40,0.14564
36,-40,0.16481
37,-40,0.23074
38,-40,0.30531
39,-40,0.31167
40,-40,0.3068
41,-40,0.21353
42,-40,0.14423
43,-40,0.15537
44,-40,0.12714
45,-40,0.12919
46,-40,0.12136
47,-40,0.09439
48,-40,0.06544
49,-40,0.03814
50,-40,0.04045
51,-40,0.03658
52,-40,0.04564
53,-40,0.07987
54,-40,0.06293
55,-40,0.1065
56,-40,0.09816
57,-40,0.08252
58,-40,0.08307
59,-40,0.04153
60,-40,0.05137
61,-40,0.05319
62,-40,0.07649
63,-40,0.08582
64,-40,0.08289
65,-40,0.09906
66,-40,0.08419
67,-40,0.07612
68,-40,0.07323
69,-40,0.06884
70,-40,0.05621
71,-40,0.07654
72,-40,0.10289
73,-40,0.0982
74,-40,0.11406
75,-40,0.10471
76,-40,0.06675
77,-40,0.08969
78,-40,0.09669
79,-40,0.1011
80,-40,0.13898
81,-40,0.11125
82,-40,0.11642
83,-40,0.11897
84,-40,0.1087
85,-40,0.14956
86,-40,0.15345
87,-40,0.15345
88,-40,0.13434
89,-40,0.12979
90,-40,0.11867
91,-40,0.10854
92,-40,0.10788
93,-40,0.06846
94,-40,0.08091
95,-40,0.10471
96,-40,0.2225
23,-39,0.16688
24,-39,0.24722
25,-39,0.25609
26,-39,0.2825
27,-39,0.25567
28,-39,0.23625
29,-39,0.20468
30,-39,0.21946
31,-39,0.25793
32,-39,0.24684
33,-39,0.25891
34,-39,0.21119
35,-39,0.16879
36,-39,0.178
37,-39,0.21426
38,-39,0.27311
39,-39,0.29976
40,-39,0.26957
41,-39,0.19116
42,-39,0.13302
43,-39,0.1349
44,-39,0.13255
45,-39,0.12714
46,-39,0.11484
47,-39,0.07295
48,-39,0.02967
49,-39,0.01391
50,-39,0.01435
51,-39,0.02438
52,-39,0.03338
53,-39,0.06357
54,-39,0.06913
55,-39,0.11125
56,-39,0.09963
57,-39,0.09401
58,-39,0.08091
59,-39,0.03898
60,-39,0.05747
61,-39,0.05631
62,-39,0.07118
63,-39,0.08582
64,-39,0.0755
65,-39,0.08671
66,-39,0.07662
67,-39,0.07822
68,-39,0.07686
69,-39,0.06559
70,-39,0.06291
71,-39,0.07818
72,-39,0.09583
73,-39,0.10144
74,-39,0.10916
75,-39,0.09175
76,-39,0.07739
77,-39,0.07911
78,-39,0.09457
79,-39,0.10022
80,-39,0.11931
81,-39,0.13256
82,-39,0.12761
83,-39,0.12886
84,-39,0.14868
85,-39,0.14871
86,-39,0.12535
87,-39,0.13906
88,-39,0.09368
89,-39,0.1068
90,-39,0.14159
91,-39,0.10854
92,-39,0.10788
93,-39,0.0712
94,-39,0.07417
95,-39,0.09889
96,-39,0.15706
97,-39,0.11867
23,-38,0.20941
24,-38,0.20941
25,-38,0.19941
26,-38,0.214
27,-38,0.19455
28,-38,0.18937
29,-38,0.21293
30,-38,0.21896
31,-38,0.23189
32,-38,0.27807
33,-38,0.27018
34,-38,0.24646
35,-38,0.21576
36,-38,0.20426
37,-38,0.24646
38,-38,0.28714
39,-38,0.31977
40,-38,0.24098
41,-38,0.17364
42,-38,0.1283
43,-38,0.11824
44,-38,0.14723
45,-38,0.13158
46,-38,0.13532
47,-38,0.10015
48,-38,0.06803
49,-38,0.03658
50,-38,0.03513
51,-38,0.04341
52,-38,0.03069
53,-38,0.05621
54,-38,0.05038
55,-38,0.09183
56,-38,0.08445
57,-38,0.09674
58,-38,0.08593
59,-38,0.04756
60,-38,0.07162
61,-38,0.05137
62,-38,0.0641
63,-38,0.07587
64,-38,0.06288
65,-38,0.07215
66,-38,0.06846
67,-38,0.08251
68,-38,0.08989
69,-38,0.08608
70,-38,0.09256
71,-38,0.0786
72,-38,0.08628
73,-38,0.08258
74,-38,0.08867
75,-38,0.08194
76,-38,0.07384
77,-38,0.07226
78,-38,0.0679
79,-38,0.08536
80,-38,0.1075
81,-38,0.133
82,-38,0.13672
83,-38,0.11724
84,-38,0.11186
85,-38,0.1097
86,-38,0.10013
87,-38,0.13692
88,-38,0.15893
89,-38,0.17115
90,-38,0.16688
91,-38,0.15149
92,-38,0.10171
93,-38,0.06846
94,-38,0.11125
95,-38,0.09368
96,-38,0.12714
97,-38,0.1335
23,-37,0.178
24,-37,0.178
25,-37,0.17842
26,-37,0.22478
27,-37,0.2424
28,-37,0.23595
29,-37,0.25634
30,-37,0.25333
31,-37,0.22353
32,-37,0.27588
33,-37,0.27922
34,-37,0.26544
35,-37,0.24722
36,-37,0.21426
37,-37,0.23421
38,-37,0.24255
39,-37,0.27932
40,-37,0.18978
41,-37,0.11833
42,-37,0.13705
43,-37,0.11682
44,-37,0.22302
45,-37,0.22109
46,-37,0.18833
47,-37,0.18433
48,-37,0.11719
49,-37,0.07417
50,-37,0.07987
51,-37,0.06282
52,-37,0.05933
53,-37,0.08173
54,-37,0.05038
55,-37,0.08279
56,-37,0.07531
57,-37,0.10548
58,-37,0.09821
59,-37,0.06496
60,-37,0.08075
61,-37,0.0421
62,-37,0.04688
63,-37,0.06663
64,-37,0.05817
65,-37,0.06043
66,-37,0.07055
67,-37,0.0838
68,-37,0.08518
69,-37,0.09352
70,-37,0.10015
71,-37,0.0825
72,-37,0.09881
73,-37,0.09415
74,-37,0.09829
75,-37,0.0904
76,-37,0.09168
77,-37,0.09397
78,-37,0.09535
79,-37,0.11527
80,-37,0.1131
81,-37,0.13452
82,-37,0.12308
83,-37,0.12197
84,-37,0.12339
85,-37,0.11147
86,-37,0.12136
87,-37,0.14833
88,-37,0.16952
89,-37,0.1579
90,-37,0.15614
91,-37,0.14833
92,-37,0.09468
93,-37,0.10788
94,-37,0.16481
95,-37,0.12136
96,-37,0.21
97,-37,0.21955
98,-37,0.23176
23,-36,0.14053
24,-36,0.08476
25,-36,0.1
26,-36,0.13806
27,-36,0.202
28,-36,0.22385
29,-36,0.24442
30,-36,0.25333
31,-36,0.20608
32,-36,0.26149
33,-36,0.24431
34,-36,0.2225
35,-36,0.23017
36,-36,0.20097
37,-36,0.2119
38,-36,0.24104
39,-36,0.24273
40,-36,0.16182
41,-36,0.11486
42,-36,0.12238
43,-36,0.11174
44,-36,0.21388
45,-36,0.22571
46,-36,0.18131
47,-36,0.18106
48,-36,0.13647
49,-36,0.09128
50,-36,0.11518
51,-36,0.11253
52,-36,0.09368
53,-36,0.12097
54,-36,0.07777
55,-36,0.08634
56,-36,0.07531
57,-36,0.10655
58,-36,0.10087
59,-36,0.07366
60,-36,0.07946
61,-36,0.03468
62,-36,0.04506
63,-36,0.05973
64,-36,0.06403
65,-36,0.06196
66,-36,0.08091
67,-36,0.10571
68,-36,0.11082
69,-36,0.13354
70,-36,0.13925
71,-36,0.12119
72,-36,0.13665
73,-36,0.12837
74,-36,0.11466
75,-36,0.10242
76,-36,0.10322
77,-36,0.08586
78,-36,0.0877
79,-36,0.10477
80,-36,0.08711
81,-36,0.11461
82,-36,0.11818
83,-36,0.12662
84,-36,0.13321
85,-36,0.12756
86,-36,0.15578
87,-36,0.15928
88,-36,0.20191
89,-36,0.1959
90,-36,0.15614
91,-36,0.18737
92,-36,0.13255
93,-36,0.17306
94,-36,0.2225
95,-36,0.16182
96,-36,0.21955
97,-36,0.305
98,-36,0.28944
23,-35,0.16688
24,-35,0.15409
25,-35,0.19231
26,-35,0.17324
27,-35,0.21187
28,-35,0.23059
29,-35,0.2225
30,-35,0.25103
31,-35,0.20227
32,-35,0.21756
33,-35,0.23509
34,-35,0.22627
35,-35,0.24803
36,-35,0.24803
37,-35,0.23733
38,-35,0.26204
39,-35,0.25721
40,-35,0.19976
41,-35,0.19211
42,-35,0.20026
43,-35,0.16476
44,-35,0.23289
45,-35,0.25136
46,-35,0.1975
47,-35,0.20062
48,-35,0.16831
49,-35,0.11266
50,-35,0.12
51,-35,0.12565
52,-35,0.09674
53,-35,0.10898
54,-35,0.05562
55,-35,0.06258
56,-35,0.06068
57,-35,0.09493
58,-35,0.09576
59,-35,0.07946
60,-35,0.07417
61,-35,0.04855
62,-35,0.06922
63,-35,0.07323
64,-35,0.0943
65,-35,0.08426
66,-35,0.08736
67,-35,0.09554
68,-35,0.10132
69,-35,0.11861
70,-35,0.12712
71,-35,0.13332
72,-35,0.14892
