"catcher","game_year","close_pitches","strikes_gained","SG100"
518595,2025,1767,-20.5002446481958,-1.16017230606654
542963,2024,87,-1.03032456338406,-1.184281107338
673237,2024,3256,-39.6030522342771,-1.21630995805519
592663,2024,3075,-38.1859959652647,-1.24182100700048
596142,2025,667,-8.51512256078422,-1.27663006908309
643376,2024,2346,-29.9630821105093,-1.27719872593816
543510,2024,1963,-25.4073410648853,-1.29431182195034
666310,2025,3466,-45.1239915220067,-1.30190396774399
543510,2025,974,-12.9585073823109,-1.33044223637689
543309,2025,1925,-26.1289182966575,-1.35734640502117
592200,2024,1258,-17.8848317330703,-1.42168773712801
641680,2025,2713,-38.6182355284691,-1.42345136485327
605244,2024,56,-0.836178357712924,-1.49317563877308
696100,2024,629,-9.44662401778623,-1.5018480155463
606992,2025,638,-9.83465456776321,-1.54148190717292
624513,2025,68,-1.05648798774928,-1.55365880551364
455117,2024,1436,-22.3727660654113,-1.55799206583644
669257,2024,3765,-59.0602837912738,-1.56866623615601
640902,2025,676,-10.889015735127,-1.61080114424956
575929,2024,1525,-24.5935832904652,-1.61269398626001
686676,2024,3200,-52.6467290855944,-1.64521028392483
669127,2024,3991,-68.2460310282186,-1.70999827181705
660688,2025,2170,-37.6880968180485,-1.73677865520961
542194,2024,1460,-25.7259371904656,-1.76205049249765
621529,2024,5,-0.0895472317934036,-1.79094463586807
680777,2024,2489,-45.2125847837888,-1.81649597363555
665861,2025,270,-4.91158238332719,-1.81910458641748
642851,2025,999,-18.2663885015063,-1.8284673174681
645444,2025,1790,-33.9349146485329,-1.89580528762753
678011,2025,10,-0.190723076462746,-1.90723076462746
642851,2024,172,-3.29499805904925,-1.91569654595887
521692,2025,2727,-52.7055549751967,-1.93273028878609
669134,2024,2319,-45.8768863203004,-1.97830471411386
643376,2025,2412,-48.1982040889561,-1.99826716786717
680779,2025,2244,-45.6750250980258,-2.03542892593698
676439,2025,663,-13.6124801067635,-2.05316442032633
605170,2025,1617,-34.3356515280902,-2.12341691577552
607732,2024,2291,-48.8726074108854,-2.133243448751
641511,2024,147,-3.22967186477035,-2.19705569031997
595751,2025,214,-4.89036767929792,-2.285218541728
680779,2024,970,-22.287970780395,-2.29772894643247
642136,2025,1426,-33.2297943299636,-2.33028010729058
650907,2024,501,-11.6802645102143,-2.33139012179927
656180,2024,1187,-27.881710562855,-2.34892254109983
608596,2024,324,-7.64268099702895,-2.35885215957684
669127,2025,3373,-81.6802873825654,-2.42159168047926
687221,2025,989,-24.2178337918594,-2.44871929139125
680777,2025,2502,-61.5300567885861,-2.45923488363653
667428,2024,48,-1.20419913996011,-2.50874820825023
663886,2025,2037,-51.7315402962267,-2.53959451626052
668832,2024,1198,-30.8618627851829,-2.5761154244727
663698,2024,2071,-54.9169482020661,-2.65171164664733
657136,2024,3083,-85.9163015144877,-2.7867759167852
681351,2025,3099,-89.5126909930259,-2.88843791523156
571466,2024,863,-25.0965609131381,-2.90806036073443
542963,2025,79,-2.49108854494989,-3.15327663917708
691019,2025,1747,-55.3382720998488,-3.16761717801081
694212,2025,512,-16.3245032988489,-3.18837955055642
641598,2024,626,-20.5890462938696,-3.28898503096959
682848,2025,227,-7.7318266434595,-3.40609103236101
642136,2024,1213,-41.724047569558,-3.43974011290668
665966,2024,116,-4.26684724073857,-3.6783165868436
553882,2025,95,-3.51839627232403,-3.70357502349897
669087,2025,550,-20.8995037656277,-3.79990977556868
690924,2025,903,-35.0381085053086,-3.8801892032457
571466,2025,113,-4.43001464381814,-3.92036694143198
571912,2024,1369,-55.8782362807542,-4.08168270860148
543592,2025,350,-15.0690627191216,-4.30544649117759
669257,2025,3244,-139.920421433169,-4.31320657932088
553882,2024,726,-33.2757704574615,-4.58343945695062
700337,2025,2010,-92.5157960169017,-4.60277592123889
543228,2024,887,-44.6243319073692,-5.03092806171017
656180,2025,2313,-122.641154694371,-5.30225485059969
664954,2024,135,-7.53452899632975,-5.58113258987389
681508,2025,423,-29.1327596083283,-6.88717721237077
595284,2024,93,-7.14174948818982,-7.67930052493529
596117,2025,7,-0.951720304787159,-13.5960043541023
695670,2025,11,-1.59415790438652,-14.492344585332
691016,2024,21,-3.27746111340821,-15.6069576828962
667690,2025,36,-5.6502991206944,-15.6952753352622
700250,2024,3,-0.568193525075912,-18.9397841691971
642020,2025,35,-7.46506086923182,-21.3287453406623
665856,2024,5,-1.58078584074974,-31.6157168149948
