,player_name,mlbAM_ID,Stuff,Season,CU_pfx_z_diff,CU_pfx_x_FF_pfx_z_diff,CU_pfx_x_diff,CU_pfx_z_FF_pfx_x_diff,CU_release_speed_diff,CU_release_spin_rate_diff,CU_release_pos_x_diff,CU_release_pos_z_diff,SL_pfx_z_diff,SL_pfx_x_FF_pfx_z_diff,SL_pfx_x_diff,SL_pfx_z_FF_pfx_x_diff,SL_release_speed_diff,SL_release_spin_rate_diff,SL_release_pos_x_diff,SL_release_pos_z_diff,CH_pfx_z_diff,CH_pfx_x_FF_pfx_z_diff,CH_pfx_x_diff,CH_pfx_z_FF_pfx_x_diff,CH_release_speed_diff,CH_release_spin_rate_diff,CH_release_pos_x_diff,CH_release_pos_z_diff,SI_pfx_z_diff,SI_pfx_x_FF_pfx_z_diff,SI_pfx_x_diff,SI_pfx_z_FF_pfx_x_diff,SI_release_speed_diff,SI_release_spin_rate_diff,SI_release_pos_x_diff,SI_release_pos_z_diff,FC_pfx_z_diff,FC_pfx_x_FF_pfx_z_diff,FC_pfx_x_diff,FC_pfx_z_FF_pfx_x_diff,FC_release_speed_diff,FC_release_spin_rate_diff,FC_release_pos_x_diff,FC_release_pos_z_diff
25,"Keuchel, Dallas",572971.0,74.0,2021,,,,,,,,,1.168803879,-1.775730962,0.99469648,-0.38776939699999996,11.22435345000001,163.87033100000008,0.209480962,0.23944324699999964,0.7793273869999999,0.014382498000000021,0.7954169799999999,0.0017070950000000473,9.488417960000007,579.871232,0.09623367700000007,0.16666150299999938,0.7755811659999999,0.00900741100000002,0.7900418929999999,0.005453316000000041,1.2913125500000007,225.2683629999999,0.21947274399999994,0.20795072999999942,0.554485355,-1.355298608,0.574264126,0.22654912700000002,3.9021395900000044,2.8556720000001405,0.057813668000000096,0.11631699199999979
26,"Dunning, Dane",641540.0,72.0,2023,2.202514255,-0.09999457,1.382878994,-0.719640691,12.786234039999997,37.85314000000017,0.04736537200000024,0.02483754099999924,1.090451013,-0.727514505,0.755359059,0.392422551,8.413316910000006,226.22558100000015,0.023646961999999938,0.0235495349999999,0.562226227,-2.384126464,0.9012528999999999,0.920647337,4.843484309999994,359.822038,0.12917246800000015,0.08454282400000057,0.326296869,-2.1475174729999997,0.6646439089999999,1.156576695,0.45104453000000433,79.34594400000015,0.0557641160000002,0.08736057000000041,0.13656454299999998,-0.880839636,0.602033928,1.3463090210000002,1.6035700500000019,55.72258499999998,0.06607464799999985,0.03720121400000043
27,"Kremer, Dean",665152.0,106.0,2023,2.290869669,-0.536003768,1.671819111,-0.08304679000000004,16.50854717,452.3945100000001,0.18920331999999984,0.1516362340000006,1.523551661,-0.35646832800000006,1.851354551,0.684271218,11.79025215,353.9451509999999,0.04472747500000018,0.012059886999999492,0.9911214930000001,-2.684668979,0.47684609999999994,1.216701386,9.305382510000001,588.3346110000002,0.11423457500000023,0.1175283459999994,0.5885281870000001,-2.7383873420000002,0.5305644629999999,1.619294692,2.73356201,301.33125700000005,0.1841127450000002,0.23696745699999955,0.687237375,-1.087208804,1.120614075,1.520585504,5.881490249999999,131.7332409999999,0.15072192899999992,0.1434157090000001
28,"Lamet, Dinelson",659275.0,109.0,2020,,,,,,,,,1.2278467499999999,-1.059510435,0.8810280269999999,0.712691712,10.510882530000003,118.6490130000002,0.10352176499999999,0.017393559999999475,,,,,,,,,0.06486148599999986,-2.4792944749999997,0.538756013,1.875676976,0.05882896999999332,53.06701000000021,0.01199471299999999,0.014993655999999689,,,,,,,,
29,"Bundy, Dylan",605164.0,84.0,2020,2.6577981719999997,-0.909899012,1.08486707,-0.66303209,16.52355888999999,74.42926199999965,0.09824266599999998,0.07662661599999954,1.669792569,-1.228263158,0.766502924,0.324973513,10.069329199999999,114.58362400000033,0.19339318799999994,0.15044341200000044,0.886684049,-2.6678822049999997,0.673116123,1.108082033,7.777475939999988,803.4715569999998,0.04595359299999968,0.088391004,0.2620670789999999,-2.653478844,0.658712762,1.732699003,0.6757688400000035,75.41245499999968,0.0953519100000002,0.05939972499999957,,,,,,,,
30,"Cease, Dylan",656302.0,124.0,2021,3.090280579,-1.124445389,0.810334076,-1.1555011140000002,16.78564369,211.18086100000028,0.01896765900000008,0.0780247420000002,1.662560922,-0.98788101,0.946898455,0.272218543,10.774362049999993,337.15725900000007,0.2680380499999999,0.1947335429999999,0.27491645099999995,-2.176697273,0.24191780799999996,1.659863014,18.57278203,901.3132279999998,0.07445250100000012,0.20006814600000045,,,,,,,,,,,,,,,,
31,"Cease, Dylan",656302.0,125.0,2023,2.880017203,-1.2690677080000001,0.561095644,-1.049853851,15.33491162,121.8734330000002,0.016335700999999814,0.13900157799999935,1.4049082560000001,-1.3566304790000001,0.473532873,0.425255096,9.313966449999995,276.49543900000026,0.270987938,0.22761413199999936,0.24995659700000017,-2.145209122,0.31504576999999995,1.5802067549999999,20.966224749999995,841.1225259999999,0.17065419800000003,0.20722379999999951,,,,,,,,,,,,,,,,
32,"Valdez, Framber",664285.0,88.0,2020,2.018485959,-1.975209605,1.269495319,-1.3127716729999999,12.619658119999997,676.0081400000004,0.04348392400000001,0.1386568979999998,,,,,,,,,0.655336135,0.20652661099999992,0.9122408969999999,0.05037815100000001,4.416666669999998,585.9075629999998,0.11795518299999996,0.11014005599999965,0.392635197,0.17783436800000008,0.883548654,0.31307908900000003,0.025971020000000067,53.59311899999966,0.007484885999999968,0.035290268999999874,,,,,,,,
33,"Montas, Frankie",593423.0,113.0,2021,,,,,,,,,1.092149185,-0.9795850819999999,1.054846737,0.9422826339999999,8.364041369999995,80.64468399999987,0.07719055900000016,0.028497960000000155,1.1324679739999999,-2.411212435,0.376780616,0.901963845,8.933589529999992,802.3554150000002,0.026308614000000174,0.02810955699999962,0.26867713400000004,-2.691508391,0.657076572,1.7657546849999999,0.24129606999998998,90.24901500000033,0.004129491000000041,0.00867117499999992,0.8734646469999999,-1.126848485,0.9075833339999999,1.1609671719999999,5.717941920000001,43.152998000000025,0.10979040400000017,0.054387626000000466
34,"Peralta, Freddy",642547.0,117.0,2023,1.74081604,-0.9344601079999999,0.9277147029999999,0.12135877099999998,17.482098210000004,237.0775739999999,0.3080420399999997,0.2732199299999998,1.044885393,-0.668078262,1.194096549,0.817289418,12.050829730000004,72.52402500000017,0.06586121,0.14839078900000047,0.897174355,-2.474379174,0.6122043629999999,0.9650004560000001,5.831449520000007,706.875321,0.06321423900000012,0.057218501000000366,,,,,,,,,,,,,,,,
35,"Kirby, George",669923.0,97.0,2023,2.334027828,-0.49999056099999994,1.45982059,-0.37421667700000005,14.29374525,134.31093899999996,0.023568970999999994,0.1005636980000002,1.471545248,-0.35184990699999985,1.6079612440000002,0.48826590300000006,9.871923749999993,126.42428699999982,0.15511642299999995,0.16485430999999995,1.1394312759999998,-2.2344985399999997,0.274687389,0.820379875,10.901031549999999,1244.919254,0.049020228000000055,0.1424691100000004,0.4024336249999999,-2.583911457,0.624100306,1.557377526,0.3072028099999926,20.367259000000104,0.03263292900000003,0.01251119299999992,,,,,,,,
36,"Cole, Gerrit",543037.0,131.0,2020,2.4334372490000002,-0.6992421270000001,1.8086376199999998,0.07444249799999991,13.35165637,298.08752700000014,0.0657702990000002,0.14927300100000007,1.20278481,-1.070994269,1.436885478,1.305094937,8.00448596999999,76.47010799999998,0.026370168000000138,0.06061067400000031,0.6088482430000001,-2.7819825710000003,0.2741028240000001,1.8990315039999999,8.398682219999998,754.883714,0.01959191399999982,0.15100439300000001,0.1582014770000002,-2.848201477,0.3403217300000001,2.34967827,0.7469409200000001,0.44092799999998533,0.1589451479999997,0.17762130799999998,,,,,,,,
37,"Cole, Gerrit",543037.0,141.0,2021,2.496659749,-0.626014588,1.870876048,0.00023088699999995743,14.244159800000006,347.4506700000002,0.04098179099999988,0.09102019100000014,1.456866155,-1.052071011,1.444819625,1.0400244810000001,9.285648210000005,147.7739660000002,0.02365090599999986,0.015972398999999804,0.665132152,-2.815987259,0.31909662299999997,1.8317584839999999,7.8353124600000115,733.1428779999999,0.08435185199999973,0.1684579079999997,0.2838124369999999,-2.901012437,0.40412180099999995,2.213078199,0.010267330000004904,77.62287800000013,0.12370007100000002,0.09749163700000008,,,,,,,,
38,"Cole, Gerrit",543037.0,125.0,2023,2.596104054,-0.6129474880000001,1.537104266,-0.44605229999999996,13.745860709999988,370.90161499999977,0.008269816999999957,0.04249885299999967,1.306965524,-1.058707837,1.091343917,0.8430862299999999,7.522554069999998,130.3014549999998,0.13815948299999992,0.08625493699999964,0.6090897040000001,-2.638145498,0.48809374400000005,1.54096205,7.564217020000001,831.1791500000002,0.060724851000000246,0.2024864079999995,,,,,,,,,0.549570018,-1.218656974,0.93139478,1.6004817359999999,3.9391171799999967,99.24469799999997,0.27065244899999996,0.03798687399999956
39,"deGrom, Jacob",594798.0,130.0,2020,1.755732809,-0.7897328090000001,1.179795678,0.213795678,14.501506219999996,154.50916800000005,0.0005127700000000512,0.12931565099999975,0.9817476970000001,-1.088149682,0.881378805,0.98778079,6.063706389999993,87.91652999999997,0.01804057999999986,0.05572177200000006,1.0763369760000001,-2.5197223920000003,0.550193905,0.8931915109999999,7.170777060000006,839.511665,0.13989348000000001,0.012128150999999754,,,,,,,,,,,,,,,,
40,"Musgrove, Joe",605397.0,84.0,2021,2.203604892,-0.14533841599999997,1.332986542,-0.725279934,11.266621790000002,207.676696,0.22905228199999983,0.16594654300000045,1.19381614,0.10639219399999988,1.5847171519999999,0.284508818,9.26457533,183.04075599999987,0.06615183799999991,0.02780261599999978,0.688736051,-1.827820558,0.34949559999999996,0.789588907,6.27129309,531.2063440000002,0.10058249000000008,0.034573454000000226,0.517698493,-1.938031826,0.459706868,0.960626465,0.15600670000000605,129.00728299999992,0.004861641999999833,0.06774673399999998,0.37148042400000003,-0.917985097,0.560339861,1.106844534,2.7664490700000073,32.541087999999945,0.03650899399999985,0.05462399199999979
41,"Oviedo, Johan",670912.0,83.0,2023,0.930133093,-0.264029489,1.404003017,0.7378994130000001,14.877381139999997,118.92374900000004,0.1753752529999999,0.29900201499999923,0.576709422,-0.42809754999999994,1.239934956,1.0913230839999999,7.6172972199999975,200.51945999999998,0.03302231499999975,0.05414202499999998,0.2108252479999999,-2.1309065489999997,0.4628740429999999,1.457207258,7.667734909999993,451.8079039999998,0.1160481830000002,0.2086674739999994,0.09542119999999998,-2.1253540859999998,0.45732158,1.572611306,0.149144849999999,30.96276200000011,0.020364219000000183,0.012596781000000057,,,,,,,,
42,"Cueto, Johnny",456501.0,74.0,2020,1.2279158520000002,-0.9530300070000002,1.167895919,0.893010074,10.700358780000002,115.20436500000005,0.16364535799999969,0.08273392700000048,0.6127075440000002,-1.151291614,0.9696343119999999,1.508218382,6.564875690000008,8.93556499999977,0.15761553599999978,0.08122020900000049,0.8454761910000002,-2.1694696970000003,0.04854377100000007,1.275449735,8.943073600000005,888.8539130000001,0.10185786399999985,0.10308321300000056,0.4353921570000001,-2.607997199,0.4870712730000001,1.685533769,0.5429972000000021,99.52731200000017,0.009855276000000135,0.04370059199999954,,,,,,,,
43,"Lester, Jon",452657.0,77.0,2020,1.673865915,-2.164241855,1.4840174959999999,-0.993641556,15.991517259999995,345.7059939999999,0.043623241000000146,0.16250096400000036,,,,,,,,,0.734387255,-0.16004902,0.520175339,-0.054162896000000016,6.146398939999997,311.86045899999976,0.030205505000000077,0.01201168900000038,0.6837291670000001,-0.14135416700000003,0.538870192,-0.0035048080000000814,1.0069871799999959,160.0486759999999,0.023852564000000243,0.037554486999999526,0.37007028100000006,-1.322329318,0.6421049590000001,0.31015407799999994,2.0153305500000016,122.58000900000025,0.03743087700000025,0.01989882600000037
44,"Lyles, Jordan",543475.0,85.0,2021,2.720556603,-0.930240618,1.157824451,-0.6324915339999999,12.761105950000001,341.17371,0.05070577899999995,0.03170093399999985,1.486655993,-0.660956137,1.4271089319999999,0.601409076,9.71498917999999,386.0009869999999,0.12814961000000002,0.09869208299999954,0.734238965,-2.642711188,0.554646119,1.353826104,6.6499999999999915,682.287525,0.15836726300000004,0.048514713999999515,0.47975692699999994,-2.617388506,0.529323437,1.608308142,1.3901315799999878,78.14289300000019,0.01493195699999994,0.11236983800000022,1.390818617,-1.035517413,1.052547656,0.697246452,6.74231927999999,263.0650519999999,0.168936396,0.009023972999999685
45,"Lyles, Jordan",543475.0,75.0,2023,2.635845987,-0.7922243650000002,1.0742017119999998,-0.7694199100000001,11.766090359999993,186.63511500000004,0.0543173389999998,0.1013155139999995,1.253209588,-0.17844699800000008,1.687979079,0.6132164889999999,11.045042339999995,264.2192399999999,0.18423720100000018,0.051918978999999865,0.8177573350000001,-2.469255706,0.6028296290000001,1.0486687419999998,5.755407199999993,573.3077000000001,0.25701675700000015,0.11292279900000057,0.3917108520000001,-2.422683825,0.5562577479999999,1.474715225,0.7331173899999897,114.67278699999997,0.12676374200000007,0.03330610700000047,0.8008686140000001,-1.040868614,0.825557463,1.065557463,4.438969059999991,160.947494,0.02887673599999996,0.06821620599999978
46,"Montgomery, Jordan",656756.0,75.0,2023,1.85763181,-1.565097035,0.761495749,-1.0540305239999999,12.831933680000006,12.595398999999816,0.06292639299999991,0.020143328000000515,,,,,,,,,0.2423160230000001,-0.542643892,0.26095739400000006,0.5612852629999999,9.849001110000003,668.6240680000001,0.1364957040000001,0.08944762600000011,0.43517390499999997,-0.025310450999999956,0.7782908350000001,0.36842738100000005,0.06750397000000419,143.81861200000003,0.06076155399999994,0.04418786399999952,0.729989515,-1.527163428,0.723562142,0.07361177100000005,5.144617639999993,31.67278299999998,0.07077799500000004,0.02741367299999986
47,"Sears, JP",676664.0,93.0,2023,,,,,,,,,0.7119522389999999,-1.7994522389999998,1.506391864,-0.418891864,11.623771860000005,336.5627879999997,0.35055061600000004,0.4367440149999995,0.9499749919999999,0.17083146000000005,0.463891835,-0.656914617,8.968990750000003,419.3305760000003,0.31278131899999995,0.45322730999999994,,,,,,,,,,,,,,,,
