"","pitch_type","handedness","zone","pitch_speed","F_Runs"
"1429","CU","L_R",7,70,-2.53367201046432
"1430","CU","L_R",7,71,-2.69805126277033
"1431","CU","L_R",7,72,-0.671176341892295
"1432","CU","L_R",7,73,-3.96371337009669
"1433","CU","L_R",7,74,1.67081464487604
"1434","CU","L_R",7,75,-1.66548015349391
"1435","CU","L_R",7,76,-3.80432881665372
"1436","CU","L_R",7,77,-2.69844717883445
"1437","CU","L_R",7,78,-2.75803808433929
"1438","CU","L_R",7,79,-1.16963135181966
"1439","CU","L_R",7,80,-0.713255413520539
"1440","CU","L_R",7,81,3.76207891069236
"1441","CU","L_R",7,82,-3.34037598247505
"1442","CU","L_R",7,83,-3.82980647684895
"1443","CU","L_R",7,84,1.14123426366094
"1444","CU","L_R",7,85,-0.258368568189716
"1445","CU","L_R",7,86,-1.55378311498051
"1446","CU","L_R",7,87,8.48630404541408
"1447","CU","L_R",8,65,5.82420881243746
"1448","CU","L_R",8,66,-56.3257234967338
"1449","CU","L_R",8,67,3.92053024187457
"1450","CU","L_R",8,68,6.11092783131171
"1451","CU","L_R",8,69,-16.2051965482376
"1452","CU","L_R",8,70,2.49841268541004
"1453","CU","L_R",8,71,-1.54976315853506
"1454","CU","L_R",8,72,-11.0270515949377
"1455","CU","L_R",8,73,-2.02121367768517
"1456","CU","L_R",8,74,-1.91469801659434
"1457","CU","L_R",8,75,-1.86041861097839
"1458","CU","L_R",8,76,-4.59255447369741
"1459","CU","L_R",8,77,-1.51325388943564
"1460","CU","L_R",8,78,-2.89937347635
"1461","CU","L_R",8,79,-1.83394183954631
"1462","CU","L_R",8,80,2.36090727150853
"1463","CU","L_R",8,81,0.577989068498843
"1464","CU","L_R",8,82,1.4077352320457
"1465","CU","L_R",8,83,1.53772141243514
"1466","CU","L_R",8,84,1.65133644975823
"1467","CU","L_R",8,85,7.97853165345224
"1468","CU","L_R",8,86,5.79362398305313
"1469","CU","L_R",8,87,-12.0317666612907
"1470","CU","L_R",8,88,12.9115633999683
"1471","CU","L_R",9,64,12.8584759703824
"1472","CU","L_R",9,67,-13.6695526962226
"1473","CU","L_R",9,69,-8.50537070606159
"1474","CU","L_R",9,70,-3.25345173248881
"1475","CU","L_R",9,71,-9.13391664970872
"1476","CU","L_R",9,72,-6.0379002530514
"1477","CU","L_R",9,73,-9.2045088446446
"1478","CU","L_R",9,74,-1.01846000919687
"1479","CU","L_R",9,75,-0.847645993535192
"1480","CU","L_R",9,76,-2.87502906250961
"1481","CU","L_R",9,77,-1.71743903107539
"1482","CU","L_R",9,78,-4.76375786030081
"1483","CU","L_R",9,79,2.07390226168371
"1484","CU","L_R",9,80,3.2103638095268
"1485","CU","L_R",9,81,2.88436922594133
"1486","CU","L_R",9,82,-2.87167259295922
"1487","CU","L_R",9,83,-2.69229346870904
"1488","CU","L_R",9,84,5.69070296620789
"1489","CU","L_R",9,85,11.1340178162175
"1490","CU","L_R",9,86,3.83540612658807
"1491","CU","L_R",9,87,15.258012677447
"1492","CU","L_R",9,88,13.3857046790474
"1493","CU","L_R",11,69,-13.6830740383073
"1494","CU","L_R",11,70,-14.5077743771468
"1495","CU","L_R",11,71,0.188318037404789
"1496","CU","L_R",11,72,-11.1059418335379
"1497","CU","L_R",11,73,-10.8938005731147
"1498","CU","L_R",11,74,-11.0427701163718
"1499","CU","L_R",11,75,-11.2169227007958
"1500","CU","L_R",11,76,-13.3764404499214
"1501","CU","L_R",11,77,-7.56582709058696
"1502","CU","L_R",11,78,-5.49703477366564
"1503","CU","L_R",11,79,-9.45439174064491
"1504","CU","L_R",11,80,-6.91088057405228
"1505","CU","L_R",11,81,-3.77072326399817
"1506","CU","L_R",11,82,-3.02482188393684
"1507","CU","L_R",11,83,-8.98511350495136
"1508","CU","L_R",11,84,-8.99690244619806
"1509","CU","L_R",11,85,-8.31196569343931
"1510","CU","L_R",11,86,1.97047564344075
"1511","CU","L_R",11,87,-3.59386514145832
"1512","CU","L_R",12,62,-12.3090542478541
"1513","CU","L_R",12,66,-26.5403963768496
"1514","CU","L_R",12,67,-24.5598540917582
"1515","CU","L_R",12,68,-32.1599533753625
"1516","CU","L_R",12,69,-21.69293290714
"1517","CU","L_R",12,70,-19.6500892807866
"1518","CU","L_R",12,71,-21.0256166915734
"1519","CU","L_R",12,72,-18.5368517919026
"1520","CU","L_R",12,73,-17.9351610883479
"1521","CU","L_R",12,74,-17.4509895379732
"1522","CU","L_R",12,75,-15.9231788024958
"1523","CU","L_R",12,76,-15.304467447017
"1524","CU","L_R",12,77,-13.0978637332547
"1525","CU","L_R",12,78,-10.1998602391741
"1526","CU","L_R",12,79,-9.60735469331668
"1527","CU","L_R",12,80,-9.73938903730991
"1528","CU","L_R",12,81,-10.0024452854814
"1529","CU","L_R",12,82,-9.82482081060363
"1530","CU","L_R",12,83,-5.72321648683752
"1531","CU","L_R",12,84,-6.87575254979401
"1532","CU","L_R",12,85,-8.19789021928439
"1533","CU","L_R",12,86,-6.60091560629979
"1534","CU","L_R",13,63,-17.6074989384329
"1535","CU","L_R",13,65,-2.17039433470936
"1536","CU","L_R",13,66,-4.57025295643104
"1537","CU","L_R",13,67,-6.9934495067348
"1538","CU","L_R",13,68,-6.5837443433203
"1539","CU","L_R",13,69,-6.24151714511717
"1540","CU","L_R",13,70,-5.28419639816649
"1541","CU","L_R",13,71,-3.91197078106705
"1542","CU","L_R",13,72,-4.67961983325154
"1543","CU","L_R",13,73,-2.182833019142
"1544","CU","L_R",13,74,-4.3253837291144
"1545","CU","L_R",13,75,-2.64649058657825
"1546","CU","L_R",13,76,-2.64908395499878
"1547","CU","L_R",13,77,-1.45872237953971
"1548","CU","L_R",13,78,-0.0491322638887567
"1549","CU","L_R",13,79,0.264268573930405
"1550","CU","L_R",13,80,0.598731022001489
"1551","CU","L_R",13,81,2.01225892882925
"1552","CU","L_R",13,82,2.20977770731757
"1553","CU","L_R",13,83,2.28663638154524
"1554","CU","L_R",13,84,2.32341097785695
"1555","CU","L_R",13,85,3.13715825793358
"1556","CU","L_R",13,86,2.41093089046215
"1557","CU","L_R",13,87,-0.67395475424621
"1558","CU","L_R",13,88,6.58991120578579
"1559","CU","L_R",14,62,-2.9237414514652
"1560","CU","L_R",14,64,-22.0757727831394
"1561","CU","L_R",14,65,-9.57281067504297
"1562","CU","L_R",14,66,7.48980935583154
"1563","CU","L_R",14,67,-8.40041930256417
"1564","CU","L_R",14,68,-10.3366071192921
"1565","CU","L_R",14,69,-7.11847927072301
"1566","CU","L_R",14,70,-13.5640187139738
"1567","CU","L_R",14,71,-13.7606614990407
"1568","CU","L_R",14,72,-9.09748719286255
"1569","CU","L_R",14,73,-3.39238417657283
"1570","CU","L_R",14,74,-3.00839671845029
"1571","CU","L_R",14,75,-3.72790578562654
"1572","CU","L_R",14,76,-3.96399570201527
"1573","CU","L_R",14,77,-2.50158084777376
"1574","CU","L_R",14,78,-2.93377800316807
"1575","CU","L_R",14,79,-1.17704447500326
"1576","CU","L_R",14,80,0.828073834669826
"1577","CU","L_R",14,81,-0.00470425681030695
"1578","CU","L_R",14,82,0.861777820213181
"1579","CU","L_R",14,83,1.64750758561959
"1580","CU","L_R",14,84,1.118311813953
"1581","CU","L_R",14,85,6.95657174042318
"1582","CU","L_R",14,86,0.889698160941099
"1583","CU","R_L",1,64,7.28558431026885
"1584","CU","R_L",1,67,-3.45209683483046
"1585","CU","R_L",1,69,-9.31259163846311
"1586","CU","R_L",1,70,-16.8929356445187
"1587","CU","R_L",1,71,-3.56104368862775
"1588","CU","R_L",1,72,-12.3274622679615
"1589","CU","R_L",1,73,-2.94537173106038
"1590","CU","R_L",1,74,-5.05718992757949
"1591","CU","R_L",1,75,-4.0878448379611
"1592","CU","R_L",1,76,-4.28550636092916
"1593","CU","R_L",1,77,-4.25549260739029
"1594","CU","R_L",1,78,-1.78738005497296
"1595","CU","R_L",1,79,-5.40963885374862
"1596","CU","R_L",1,80,-0.685010808435522
"1597","CU","R_L",1,81,-5.34817111234767
"1598","CU","R_L",1,82,-3.25337862209997
"1599","CU","R_L",1,83,-4.26319821818566
"1600","CU","R_L",1,84,-2.2868321162369
"1601","CU","R_L",1,85,-4.39650861763706
"1602","CU","R_L",1,86,-1.38243394602751
"1603","CU","R_L",1,87,-15.9006043431648
"1604","CU","R_L",1,88,-5.9002187062187
"1605","CU","R_L",1,90,-2.42204732412272
"1606","CU","R_L",2,57,-14.2210758692253
"1607","CU","R_L",2,62,-29.3011655697966
"1608","CU","R_L",2,69,-15.0070798486467
"1609","CU","R_L",2,70,-9.99443233976868
"1610","CU","R_L",2,71,-25.1297670053957
"1611","CU","R_L",2,72,-16.4873656547132
"1612","CU","R_L",2,73,-10.1878114142159
"1613","CU","R_L",2,74,-11.4169225997241
"1614","CU","R_L",2,75,-8.0509456720186
"1615","CU","R_L",2,76,-8.00495399113569
"1616","CU","R_L",2,77,-3.16203194797683
"1617","CU","R_L",2,78,-0.0983784768432598
"1618","CU","R_L",2,79,-5.51399252741669
"1619","CU","R_L",2,80,-4.47993279427042
"1620","CU","R_L",2,81,-0.697723818720349
"1621","CU","R_L",2,82,-0.684762133243065
"1622","CU","R_L",2,83,-5.86747962443551
"1623","CU","R_L",2,84,-6.32731607586884
"1624","CU","R_L",2,85,2.97604404874399
"1625","CU","R_L",2,86,-5.08691869895487
"1626","CU","R_L",2,87,-9.82797270155227
"1627","CU","R_L",2,88,-6.26622758613262
"1628","CU","R_L",2,90,21.6202062004047
"1629","CU","R_L",2,91,3.7419364267693
"1630","CU","R_L",3,70,2.06659234149713
"1631","CU","R_L",3,71,2.66862229344359
"1632","CU","R_L",3,72,-4.20621258100113
"1633","CU","R_L",3,73,-15.1123019269103
"1634","CU","R_L",3,74,-13.8490249925173
"1635","CU","R_L",3,75,-8.77573111340859
"1636","CU","R_L",3,76,-7.26325690013171
"1637","CU","R_L",3,77,-9.08753640324177
"1638","CU","R_L",3,78,-1.29561061674829
"1639","CU","R_L",3,79,-2.75522145668597
"1640","CU","R_L",3,80,-7.75839875244994
"1641","CU","R_L",3,81,-2.80894770521797
"1642","CU","R_L",3,82,-6.45042361315982
"1643","CU","R_L",3,83,-3.14626526594761
"1644","CU","R_L",3,84,-0.760940900049958
"1645","CU","R_L",3,85,2.72112071328477
"1646","CU","R_L",3,86,-6.18106055873539
"1647","CU","R_L",3,87,-2.49495132905532
"1648","CU","R_L",3,88,-13.3388334732445
"1649","CU","R_L",4,66,-12.6207272539443
"1650","CU","R_L",4,67,-8.8120609278433
"1651","CU","R_L",4,68,-10.1611164770591
"1652","CU","R_L",4,69,-13.4030545086908
"1653","CU","R_L",4,70,5.9220387283853
"1654","CU","R_L",4,71,-3.50946085196381
"1655","CU","R_L",4,72,-21.2654041510433
"1656","CU","R_L",4,73,-4.5047289275925
"1657","CU","R_L",4,74,-6.9356582165883
"1658","CU","R_L",4,75,-3.82274202599041
"1659","CU","R_L",4,76,-6.58300439592627
"1660","CU","R_L",4,77,-3.31326925093708
"1661","CU","R_L",4,78,-3.02242635785248
"1662","CU","R_L",4,79,-4.20945519033725
"1663","CU","R_L",4,80,-4.00921368845419
"1664","CU","R_L",4,81,-5.30804790147365
"1665","CU","R_L",4,82,-2.96474859481696
"1666","CU","R_L",4,83,-2.69890014652052
"1667","CU","R_L",4,84,-1.25612859274736
"1668","CU","R_L",4,85,-2.68945311996617
"1669","CU","R_L",4,86,0.693023052203355
"1670","CU","R_L",4,87,-0.606076776808651
"1671","CU","R_L",4,88,-2.27419470195492
"1672","CU","R_L",4,89,20.2676471415126
"1673","CU","R_L",4,90,0.855021583591631
"1674","CU","R_L",5,41,4.60383337461375
"1675","CU","R_L",5,68,-7.32330138101987
"1676","CU","R_L",5,69,-11.7803942088954
"1677","CU","R_L",5,70,-3.09021844306811
"1678","CU","R_L",5,71,-5.75132144576051
"1679","CU","R_L",5,72,-4.57606502893742
"1680","CU","R_L",5,73,3.81957363870024
"1681","CU","R_L",5,74,0.63444140114489
"1682","CU","R_L",5,75,-5.10587934925185
"1683","CU","R_L",5,76,-8.44421202166322
"1684","CU","R_L",5,77,-4.60687294243287
"1685","CU","R_L",5,78,-3.13629759754134
"1686","CU","R_L",5,79,-6.08413504456429
"1687","CU","R_L",5,80,-4.17636640247032
"1688","CU","R_L",5,81,-4.16987576734182
"1689","CU","R_L",5,82,-4.96371878163441
"1690","CU","R_L",5,83,-1.98271398061812
"1691","CU","R_L",5,84,-7.01490553885053
"1692","CU","R_L",5,85,-6.96051640368277
"1693","CU","R_L",5,86,1.98020923100172
"1694","CU","R_L",5,87,2.90880553802411
"1695","CU","R_L",5,88,-2.13919761354195
"1696","CU","R_L",5,89,-3.33128529444481
"1697","CU","R_L",5,90,8.86547150543944
"1698","CU","R_L",5,92,-29.5863957108066
"1699","CU","R_L",6,65,-10.9309677690409
"1700","CU","R_L",6,70,6.39696488635127
"1701","CU","R_L",6,71,2.22309218586579
"1702","CU","R_L",6,72,-5.94635167641128
"1703","CU","R_L",6,73,-8.83033729510811
"1704","CU","R_L",6,74,-2.04428121482184
"1705","CU","R_L",6,75,-6.44710675750244
"1706","CU","R_L",6,76,-6.31601786773743
"1707","CU","R_L",6,77,-1.36646267219503
"1708","CU","R_L",6,78,-7.27621298506237
"1709","CU","R_L",6,79,-6.40538428373327
"1710","CU","R_L",6,80,-7.9934054992437
"1711","CU","R_L",6,81,-2.3576121632964
"1712","CU","R_L",6,82,3.05255537801472
"1713","CU","R_L",6,83,-0.630422759513881
"1714","CU","R_L",6,84,-0.409249125832606
"1715","CU","R_L",6,85,4.37716308136935
"1716","CU","R_L",6,86,-0.595851347627584
"1717","CU","R_L",6,87,-4.41454496396381
"1718","CU","R_L",6,88,1.7933164832545
"1719","CU","R_L",6,89,-2.90462796027073
"1720","CU","R_L",7,59,-15.1695216605638
"1721","CU","R_L",7,66,-8.54172037061177
"1722","CU","R_L",7,67,-22.2511781770366
"1723","CU","R_L",7,68,-19.5605081340642
"1724","CU","R_L",7,69,0.635952126697071
"1725","CU","R_L",7,70,0.0113228510158492
"1726","CU","R_L",7,71,2.73174693767405
"1727","CU","R_L",7,72,-12.9395478771425
"1728","CU","R_L",7,73,3.80449616338436
"1729","CU","R_L",7,74,-1.76457320434103
"1730","CU","R_L",7,75,2.79502802793655
"1731","CU","R_L",7,76,-0.371753989732501
"1732","CU","R_L",7,77,-2.25303487339626
"1733","CU","R_L",7,78,-1.92982106395622
"1734","CU","R_L",7,79,-2.17710793110384
"1735","CU","R_L",7,80,-1.74891418710027
"1736","CU","R_L",7,81,-0.380408129831732
"1737","CU","R_L",7,82,-0.342084016371222
"1738","CU","R_L",7,83,-2.3765768490246
"1739","CU","R_L",7,84,-2.57465897740674
"1740","CU","R_L",7,85,0.119243691254207
"1741","CU","R_L",7,86,-3.34469802590194
"1742","CU","R_L",7,87,6.51162395161577
"1743","CU","R_L",7,88,0.954796109184139
"1744","CU","R_L",7,89,-11.9705768811693
"1745","CU","R_L",7,90,3.61390877163689
"1746","CU","R_L",8,67,-26.203622142635
"1747","CU","R_L",8,68,-49.5186716551327
"1748","CU","R_L",8,69,-6.72343545898427
"1749","CU","R_L",8,70,-6.69299271925811
"1750","CU","R_L",8,71,-3.19116020579556
"1751","CU","R_L",8,72,0.403546843334018
"1752","CU","R_L",8,73,-0.876642553141457
"1753","CU","R_L",8,74,-5.35217930387089
"1754","CU","R_L",8,75,0.150526427709065
"1755","CU","R_L",8,76,-7.07308441719416
"1756","CU","R_L",8,77,-2.90615888666552
"1757","CU","R_L",8,78,-0.820503339191638
"1758","CU","R_L",8,79,0.237335877041795
"1759","CU","R_L",8,80,-4.30271358690517
"1760","CU","R_L",8,81,-1.56183635987196
"1761","CU","R_L",8,82,0.147327771238132
"1762","CU","R_L",8,83,-2.09007973366209
"1763","CU","R_L",8,84,-4.5650558293173
"1764","CU","R_L",8,85,-2.86670066879538
"1765","CU","R_L",8,86,-4.5003582086829
"1766","CU","R_L",8,87,-2.50726733517307
"1767","CU","R_L",8,88,1.83507034123256
"1768","CU","R_L",8,89,9.44197361389491
"1769","CU","R_L",8,90,6.48995959997437
"1770","CU","R_L",9,65,-8.75326971076701
"1771","CU","R_L",9,69,-12.0651912636922
"1772","CU","R_L",9,70,-11.4372744875317
"1773","CU","R_L",9,71,-1.51022242273455
"1774","CU","R_L",9,72,-4.18069235256581
"1775","CU","R_L",9,73,1.84914426504348
"1776","CU","R_L",9,74,-4.79894702598148
"1777","CU","R_L",9,75,2.68476702902221
"1778","CU","R_L",9,76,-0.339243442143069
"1779","CU","R_L",9,77,2.29577721035231
"1780","CU","R_L",9,78,-1.4876378811484
"1781","CU","R_L",9,79,-1.05629398644812
"1782","CU","R_L",9,80,2.14289596935861
"1783","CU","R_L",9,81,-1.40393904785086
"1784","CU","R_L",9,82,3.26537687299992
"1785","CU","R_L",9,83,2.24450037739502
"1786","CU","R_L",9,84,3.03283754412845
"1787","CU","R_L",9,85,2.44211692912036
"1788","CU","R_L",9,86,2.10642767740578
"1789","CU","R_L",9,87,4.55379301546962
"1790","CU","R_L",9,88,13.5002765686849
"1791","CU","R_L",9,89,4.01046798661313
"1792","CU","R_L",9,90,12.5632516351811
"1793","CU","R_L",9,91,-0.754070748937503
"1794","CU","R_L",11,60,-9.84637343983794
"1795","CU","R_L",11,66,-7.9946950645929
"1796","CU","R_L",11,67,-17.2480989070357
"1797","CU","R_L",11,68,-18.6494526297036
"1798","CU","R_L",11,69,-14.2891503651414
"1799","CU","R_L",11,70,-17.3003125096513
"1800","CU","R_L",11,71,-11.5738085449515
"1801","CU","R_L",11,72,-13.2915712163971
"1802","CU","R_L",11,73,-12.7957969683279
"1803","CU","R_L",11,74,-13.4183042672258
"1804","CU","R_L",11,75,-12.0024338649774
"1805","CU","R_L",11,76,-11.2881735849068
"1806","CU","R_L",11,77,-10.1208133175208
"1807","CU","R_L",11,78,-9.57587050929987
"1808","CU","R_L",11,79,-10.2580120764444
"1809","CU","R_L",11,80,-9.99314891830025
"1810","CU","R_L",11,81,-9.55091506104908
"1811","CU","R_L",11,82,-9.1887443466412
"1812","CU","R_L",11,83,-7.88282881193849
"1813","CU","R_L",11,84,-8.81942374209876
"1814","CU","R_L",11,85,-6.78718267284493
"1815","CU","R_L",11,86,-7.45499910085071
"1816","CU","R_L",11,87,-8.35842719671398
"1817","CU","R_L",11,88,-11.35031610378
"1818","CU","R_L",11,89,-1.92291441962821
"1819","CU","R_L",11,90,14.6471059903381
"1820","CU","R_L",11,91,-10.5419715532287
"1821","CU","R_L",12,38,-22.0578439436007
"1822","CU","R_L",12,45,-37.2841677510519
"1823","CU","R_L",12,68,-60.6297328855
"1824","CU","R_L",12,70,-15.4588394112895
"1825","CU","R_L",12,71,-12.1907738917858
"1826","CU","R_L",12,72,-16.231314385084
"1827","CU","R_L",12,73,-7.97078318354193
"1828","CU","R_L",12,74,-18.9684330365495
"1829","CU","R_L",12,75,-15.6683002309071
"1830","CU","R_L",12,76,-13.3997266873366
"1831","CU","R_L",12,77,-8.07310905574057
"1832","CU","R_L",12,78,-13.7536807707823
"1833","CU","R_L",12,79,-9.99699681690211
"1834","CU","R_L",12,80,-10.4284524003119
"1835","CU","R_L",12,81,-7.93855096975052
"1836","CU","R_L",12,82,-10.1369063580542
"1837","CU","R_L",12,83,-8.0487120073973
"1838","CU","R_L",12,84,-7.77111198391767
"1839","CU","R_L",12,85,-2.80313883611421
"1840","CU","R_L",12,86,-7.86534558587608
"1841","CU","R_L",12,87,-17.5820636062127
"1842","CU","R_L",12,88,-9.15757270185878
"1843","CU","R_L",12,89,-9.66779290903938
"1844","CU","R_L",12,90,-10.7904012669836
"1845","CU","R_L",13,62,-9.27913784150403
"1846","CU","R_L",13,63,-15.8282387442187
"1847","CU","R_L",13,66,-10.9168357663931
"1848","CU","R_L",13,67,-5.61732018038913
"1849","CU","R_L",13,68,-9.37257184536302
"1850","CU","R_L",13,69,-9.62194254367329
"1851","CU","R_L",13,70,-12.8520646893845
"1852","CU","R_L",13,71,-6.6992043374344
"1853","CU","R_L",13,72,-7.43271752925858
"1854","CU","R_L",13,73,-6.82690395967188
"1855","CU","R_L",13,74,-4.0522567947647
"1856","CU","R_L",13,75,-3.61440902490278
"1857","CU","R_L",13,76,-4.38014574545441
"1858","CU","R_L",13,77,-3.03493565974457
"1859","CU","R_L",13,78,-2.20978759682716
"1860","CU","R_L",13,79,-2.616892544445
"1861","CU","R_L",13,80,-2.07603005178656
"1862","CU","R_L",13,81,-0.96524454237453
"1863","CU","R_L",13,82,-1.78500332041057
"1864","CU","R_L",13,83,-1.99902366758166
"1865","CU","R_L",13,84,-0.442442387522593
"1866","CU","R_L",13,85,0.826033354983261
"1867","CU","R_L",13,86,-0.516898067411383
"1868","CU","R_L",13,87,1.29961047688019
"1869","CU","R_L",13,88,1.4356954288067
"1870","CU","R_L",13,89,-1.97582122842678
"1871","CU","R_L",13,90,-13.3334462003087
"1872","CU","R_L",13,91,-0.0139254488122074
"1873","CU","R_L",14,63,-5.5518355197205
"1874","CU","R_L",14,66,-1.82287203851525
"1875","CU","R_L",14,67,-4.66507659569109
"1876","CU","R_L",14,68,-5.65773185349109
"1877","CU","R_L",14,69,-10.1224336811193
"1878","CU","R_L",14,70,-8.26182269438665
"1879","CU","R_L",14,71,-7.14019554071488
"1880","CU","R_L",14,72,-5.34159772592451
"1881","CU","R_L",14,73,-4.64798064585426
"1882","CU","R_L",14,74,-3.33163466404641
"1883","CU","R_L",14,75,-2.18078942337063
"1884","CU","R_L",14,76,-1.49135950602063
"1885","CU","R_L",14,77,-0.99626031720365
"1886","CU","R_L",14,78,-0.709890154416198
"1887","CU","R_L",14,79,-0.828465788612509
"1888","CU","R_L",14,80,-0.0908735236647468
"1889","CU","R_L",14,81,0.773544830905563
"1890","CU","R_L",14,82,0.843549657362764
"1891","CU","R_L",14,83,2.09037923347815
"1892","CU","R_L",14,84,2.76217817357666
"1893","CU","R_L",14,85,2.1525094663488
"1894","CU","R_L",14,86,1.77935861226682
"1895","CU","R_L",14,87,3.89139270366866
"1896","CU","R_L",14,88,2.58153385020355
"1897","CU","R_L",14,89,2.92021879607087
"1898","CU","R_L",14,90,3.53776878049298
"1899","CU","R_L",14,91,0.0517245385671832
"1900","CU","R_L",14,92,-3.20589985339042
"1901","CU","R_R",1,38,-0.0779915946882276
"1902","CU","R_R",1,68,-18.3329190430906
"1903","CU","R_R",1,70,-17.9123036308806
"1904","CU","R_R",1,71,-19.051262785548
"1905","CU","R_R",1,72,-7.95695448468903
"1906","CU","R_R",1,73,-18.990995000859
"1907","CU","R_R",1,74,-8.8529446527439
"1908","CU","R_R",1,75,-9.25238275824442
"1909","CU","R_R",1,76,-4.35280425169975
"1910","CU","R_R",1,77,-0.0943571500341163
"1911","CU","R_R",1,78,-1.48943900180979
"1912","CU","R_R",1,79,-5.51417478647747
"1913","CU","R_R",1,80,-2.61809068421871
"1914","CU","R_R",1,81,-3.87850008650303
"1915","CU","R_R",1,82,-0.765647425666601
"1916","CU","R_R",1,83,-1.51898819549762
"1917","CU","R_R",1,84,-5.95750493407487
"1918","CU","R_R",1,85,-6.40457296266499
"1919","CU","R_R",1,86,-17.451865975335
"1920","CU","R_R",1,87,0.495872689268744
"1921","CU","R_R",1,88,6.75917794871846
"1922","CU","R_R",1,89,-5.34591063728389
"1923","CU","R_R",1,90,-14.9483594462807
"1924","CU","R_R",1,91,-11.1655863766679
"1925","CU","R_R",2,46,-11.3884163293238
"1926","CU","R_R",2,69,-16.9279263334348
"1927","CU","R_R",2,70,-8.84273508012341
"1928","CU","R_R",2,71,-12.8831750275674
"1929","CU","R_R",2,72,-17.7628832997236
"1930","CU","R_R",2,73,-10.8554199952268
"1931","CU","R_R",2,74,-2.19233882479698
"1932","CU","R_R",2,75,-3.87990558217712
"1933","CU","R_R",2,76,-7.36327914023681
"1934","CU","R_R",2,77,-4.98090548609404
"1935","CU","R_R",2,78,-2.77971292045276
"1936","CU","R_R",2,79,-4.66402603860322
"1937","CU","R_R",2,80,-0.473979405625222
"1938","CU","R_R",2,81,-3.53591950692068
"1939","CU","R_R",2,82,-3.07504615563801
"1940","CU","R_R",2,83,-6.03000827290441
"1941","CU","R_R",2,84,-0.0263529426027557
"1942","CU","R_R",2,85,-9.14456338876835
"1943","CU","R_R",2,86,-6.56552722595017
"1944","CU","R_R",2,87,-10.491096985495
"1945","CU","R_R",2,88,-3.92935839373138
"1946","CU","R_R",2,89,7.27431591105892
"1947","CU","R_R",2,91,0.0305907576767624
"1948","CU","R_R",2,92,-4.98311140905538
"1949","CU","R_R",3,67,-12.6757567259413
"1950","CU","R_R",3,68,-15.2471423035428
"1951","CU","R_R",3,70,-8.29195100791114
"1952","CU","R_R",3,71,7.179237690477
"1953","CU","R_R",3,72,4.53705015661087
"1954","CU","R_R",3,73,-12.86445762275
"1955","CU","R_R",3,74,-6.89050535635833
"1956","CU","R_R",3,75,-4.83110601853717
"1957","CU","R_R",3,76,-9.43278480134797
"1958","CU","R_R",3,77,-9.36954254341248
"1959","CU","R_R",3,78,-4.22590503200556
"1960","CU","R_R",3,79,-6.40165383826447
"1961","CU","R_R",3,80,-4.96613697476054
"1962","CU","R_R",3,81,0.112112715156221
"1963","CU","R_R",3,82,-0.325023047462291
"1964","CU","R_R",3,83,-2.93419467249946
"1965","CU","R_R",3,84,-3.44777493098328
"1966","CU","R_R",3,85,-4.09099688991943
"1967","CU","R_R",3,86,-4.24686546244485
"1968","CU","R_R",3,87,13.1241911874825
"1969","CU","R_R",3,88,-6.59100644778737
"1970","CU","R_R",3,89,49.0197954901499
"1971","CU","R_R",3,90,-96.3459596813887
"1972","CU","R_R",4,67,-11.6040671136999
"1973","CU","R_R",4,68,-10.7359596615141
"1974","CU","R_R",4,69,-21.6191031074203
"1975","CU","R_R",4,70,-1.35761984350831
"1976","CU","R_R",4,71,-15.7723577601624
"1977","CU","R_R",4,72,-2.95899206027988
"1978","CU","R_R",4,73,-13.4700619587621
"1979","CU","R_R",4,74,-3.64396584360171
"1980","CU","R_R",4,75,-2.16898454186965
"1981","CU","R_R",4,76,-6.28525725815495
"1982","CU","R_R",4,77,-3.42423957447906
"1983","CU","R_R",4,78,-6.63551911799716
"1984","CU","R_R",4,79,-4.71695483192144
"1985","CU","R_R",4,80,-7.53350996285898
"1986","CU","R_R",4,81,-3.96210922246927
"1987","CU","R_R",4,82,-7.4529240230305
"1988","CU","R_R",4,83,-2.55223994360295
"1989","CU","R_R",4,84,4.73991574060656
"1990","CU","R_R",4,85,-4.79084998309929
"1991","CU","R_R",4,86,-0.255714339861538
"1992","CU","R_R",4,87,-3.3640714576279
"1993","CU","R_R",4,88,3.60129282279166
"1994","CU","R_R",4,90,16.0824397710047
"1995","CU","R_R",5,63,0.964541890562945
"1996","CU","R_R",5,68,11.041466459145
"1997","CU","R_R",5,69,-10.4710598053423
"1998","CU","R_R",5,70,-2.14034245424576
"1999","CU","R_R",5,71,-5.26624013224059
"2000","CU","R_R",5,72,-3.59956875504696
"2001","CU","R_R",5,73,3.83645520954472
"2002","CU","R_R",5,74,-6.42506029227437
"2003","CU","R_R",5,75,-6.6463885186345
"2004","CU","R_R",5,76,-5.99423084638595
"2005","CU","R_R",5,77,-3.71314192647577
"2006","CU","R_R",5,78,-1.04640009950169
"2007","CU","R_R",5,79,-0.81893671834687
"2008","CU","R_R",5,80,-4.93031897144881
"2009","CU","R_R",5,81,-1.7147637859609
"2010","CU","R_R",5,82,-4.3680402781379
"2011","CU","R_R",5,83,-1.03614911774593
"2012","CU","R_R",5,84,2.2692526306509
"2013","CU","R_R",5,85,-2.16494965187685
"2014","CU","R_R",5,86,-4.23485111109284
"2015","CU","R_R",5,87,-6.90231937696128
