"","mlbAM_ID","Year","index","player_name","FF_pfx_z_diff","FF_pfx_x_CU_pfx_z_diff","FF_pfx_x_diff","FF_pfx_z_CU_pfx_x_diff","FF_release_speed_diff","FF_release_spin_rate_diff","FF_release_pos_x_diff","FF_release_pos_z_diff","SL_pfx_z_diff","SL_pfx_x_CU_pfx_z_diff","SL_pfx_x_diff","SL_pfx_z_CU_pfx_x_diff","SL_release_speed_diff","SL_release_spin_rate_diff","SL_release_pos_x_diff","SL_release_pos_z_diff","CH_pfx_z_diff","CH_pfx_x_CU_pfx_z_diff","CH_pfx_x_diff","CH_pfx_z_CU_pfx_x_diff","CH_release_speed_diff","CH_release_spin_rate_diff","CH_release_pos_x_diff","CH_release_pos_z_diff","SI_pfx_z_diff","SI_pfx_x_CU_pfx_z_diff","SI_pfx_x_diff","SI_pfx_z_CU_pfx_x_diff","SI_release_speed_diff","SI_release_spin_rate_diff","SI_release_pos_x_diff","SI_release_pos_z_diff","FC_pfx_z_diff","FC_pfx_x_CU_pfx_z_diff","FC_pfx_x_diff","FC_pfx_z_CU_pfx_x_diff","FC_release_speed_diff","FC_release_spin_rate_diff","FC_release_pos_x_diff","FC_release_pos_z_diff","pitch_usage","run_value_per_100","Stuff","est_woba","prediction"
"11",453562,2021,203,"Arrieta, Jake",2.15695890847059,0.586219555964706,1.32951664100588,0.907860475794118,13.7125875993529,296.805481923529,0.121880551623529,0.096300407717647,1.412375958,1.133773548,0.727044296,-0.448441886,7.94042371,412.956062,0.0944395570000002,0.124060733,0.998726373,-0.496977852,2.357795696,-0.862091471,6.65206293999999,902.753364,0.0503570859999999,0.0781959790000002,1.589817157,-0.463128495,2.323946339,-0.271000687,11.03257274,606.144624,0.128268143,0.0216887429999994,1.48554899235526,1.04376493313158,0.66381724118421,0.0831949583552632,9.43984237355263,230.349592236842,0.120286265921053,0.0761706560921052,15.4,0.6,114,0.265,0.263649717514124
"12",669456,2021,207,"Bieber, Shane",2.630273425,0.276298833,1.527089257,0.826885335,9.61834932000001,52.4385079999997,0.0148297479999999,0.0160948359999997,1.192874589,1.257949965,0.545438125,-0.610513501,2.58870791,296.723799,0.0880671320000001,0.0688083119999998,1.774051363,-0.175263706,1.978651796,-0.029336727,4.26598127,646.033937,0.0647202610000001,0.0762633959999998,1.73187100567717,0.162564246598425,1.95160548432283,0.487169931307087,13.503783298189,375.738844716535,0.152112006755905,0.136532222952756,1.950210267,1.190610267,0.612777823,0.146822177,5.07535113,244.165113,0.101218891,0.0412414779999998,31.2,0.1,135,0.314,0.263649717514124
"13",663460,2021,210,"Bubic, Kris",2.514381608,1.746295943,1.203103331,1.971188996,12.4296015,546.18655,0.110926251,0.133523372999999,1.07640379034188,1.29428530774359,0.336565772923077,-0.31071969442735,5.67282374350427,171.994402495726,0.175412860316239,0.153197056316239,1.865269895,2.285829541,1.742636929,1.322077283,1.56497682,1015.177283,0.143157834,0.207027484999999,1.73187100567717,0.162564246598425,1.95160548432283,0.487169931307087,13.503783298189,375.738844716535,0.152112006755905,0.136532222952756,1.48554899235526,1.04376493313158,0.66381724118421,0.0831949583552632,9.43984237355263,230.349592236842,0.120286265921053,0.0761706560921052,17.2,-2.3,82,0.337,0.263649717514124
"14",621111,2021,211,"Buehler, Walker",2.733400095,0.978089603,1.146189243,0.609121249,15.2135046,388.633359,0.0908793,0.0675418309999997,1.298839396,2.41531405,0.291035204,-0.82543945,4.72455135000001,62.322357,0.203746788,0.238222039999999,1.679062181,0.147274102,1.977004744,-0.445216665,11.33504362,1338.729466,0.487233985,0.322705362,2.355734508,0.123426816,2.00085203,0.231455662,15.18341346,519.532262,0.564057158,0.430165597999999,1.926079867,1.728075991,0.396202855,-0.198198979,11.42658579,243.660815,0.275481328,0.239670169999999,13.2,1.1,111,0.233,0.263649717514124
"15",518516,2021,212,"Bumgarner, Madison",1.512787564,0.939032623,1.555482927,2.129237868,12.62661584,149.629406,0.0889585159999999,0.0087675149999997,1.07640379034188,1.29428530774359,0.336565772923077,-0.31071969442735,5.67282374350427,171.994402495726,0.175412860316239,0.153197056316239,0.822733464,1.295023967,1.911474271,1.439183768,5.99705033000001,1028.930966,0.144958355,0.0764828269999995,1.209810318,1.400215723,2.016666027,1.826260622,12.00669097,418.828627,0.301927252,0.103032729,0.906034108,-0.0098512419999999,0.606599062,1.522484412,8.19053501,56.4228080000003,0.0202307460000001,0.0204890889999997,21.7,0.2,102,0.284,0.263649717514124
"16",669203,2021,214,"Burnes, Corbin",1.805601009,0.176088813,1.416695997,0.212816199,15.2035865,259.401588,0.21084594,0.157268189000001,0.63507836,1.283439705,0.309345105,-0.95770645,6.82081339,5.55315599999994,0.295069141,0.273547140000001,1.267849789,-0.504550211,2.097335021,-0.324935021,9.5159865,993.384377,0.337455696,0.363339409,1.659666738,-0.336858686,1.929643496,0.0668819279999999,15.66163735,310.741691,0.233150611,0.174134663,1.584956062,1.003280785,0.589504025,-0.0078287479999999,14.03015477,99.822956,0.316182633,0.225167748,18.3,2.4,136,0.152,0.263649717514124
"17",656302,2021,217,"Cease, Dylan",3.090280579,1.155501114,0.810334076,1.124445389,16.78564369,211.180861,0.018967659,0.0780247420000002,1.427719657,2.102399569,0.136564379,-0.538115533,6.01128164000001,125.976398,0.287005709,0.116708801,2.815364128,0.913583306,1.052251884,0.849528938,1.78713834,1112.494089,0.055484842,0.122043404,1.73187100567717,0.162564246598425,1.95160548432283,0.487169931307087,13.503783298189,375.738844716535,0.152112006755905,0.136532222952756,1.48554899235526,1.04376493313158,0.66381724118421,0.0831949583552632,9.43984237355263,230.349592236842,0.120286265921053,0.0761706560921052,15.2,-0.1,101,0.2,0.263649717514124
"18",468504,2021,218,"Chacín, Jhoulys",1.108567119,-0.474374057,1.407795808,0.175145368,11.25971031,203.999168,0.159608883,0.0560331820000001,0.38416697,0.216015312,0.717406439,-0.549254781,7.03062844,31.989908,0.142762644,0.0461465549999999,0.476860707,-0.677733888,1.611155639,-0.456561044,3.43599541,1023.243425,0.183143594,0.0855301459999999,0.717012783,-1.156777304,2.090199055,-0.216408968,11.66968858,231.335089,0.116025164,0.0130275850000005,1.48554899235526,1.04376493313158,0.66381724118421,0.0831949583552632,9.43984237355263,230.349592236842,0.120286265921053,0.0761706560921052,35.2,-1.1,99,0.292,0.263649717514124
"19",650644,2021,219,"Civale, Aaron",2.753245101,1.022801176,1.050231082,0.680212843,14.38389357,495.533165,0.0927965029999999,0.0437242989999999,1.145172517,2.02922538,0.043806878,-0.927859741,6.38534176,98.1443220000001,0.131987495,0.0564801759999999,1.802804008,0.483410068,1.58962219,-0.27022825,8.53983382000001,1175.893799,0.264750977,0.187772727,2.372566129,0.243216129,1.829816129,0.299533871,14.78275806,504.426623,0.257816129,0.1581,1.814307796,1.763807796,0.309224462,-0.258724462,10.68059139,328.43079,0.101870296,0.0184583329999998,16.2,1.8,119,0.233,0.263649717514124
"20",502171,2021,220,"Cobb, Alex",2.247756305,-0.0391451039999999,1.28709084,0.999810569,10.20098264,453.429905,0.0703619389999998,0.0212151980000001,1.07640379034188,1.29428530774359,0.336565772923077,-0.31071969442735,5.67282374350427,171.994402495726,0.175412860316239,0.153197056316239,1.13958705,-0.307930074,1.55587581,-0.108358686,4.48712966000001,943.992513,0.152930074,0.0102747689999995,1.849757999,-0.44774576,1.695691496,0.601812263,9.68602553000001,508.433489,0.0438886170000001,0.0273208609999997,1.48554899235526,1.04376493313158,0.66381724118421,0.0831949583552632,9.43984237355263,230.349592236842,0.120286265921053,0.0761706560921052,16.3,0.8,108,0.279,0.263649717514124
"21",543037,2021,221,"Cole, Gerrit",2.496659749,-0.0002308869999999,1.870876048,0.626014588,14.2441598,347.45067,0.0409817909999998,0.0910201910000001,1.039793594,1.444588738,0.426056423,-0.830851567,4.95851159,199.676704,0.017330885,0.0750477920000003,1.831527597,-0.31932751,2.189972671,-0.0391175639999999,6.40884733999999,1080.593548,0.0433700609999998,0.259478099,2.212847312,-0.404352688,2.274997849,0.342202151,14.23389247,425.073548,0.0827182800000001,0.188511828,1.48554899235526,1.04376493313158,0.66381724118421,0.0831949583552632,9.43984237355263,230.349592236842,0.120286265921053,0.0761706560921052,15.7,0,109,0.336,0.263649717514124
"22",622503,2021,223,"Crismatt, Nabil",2.27665018,0.583942998,1.70535859,-0.0126514079999999,18.6197562,122.315355,0.0084853110000002,0.085099886,1.07640379034188,1.29428530774359,0.336565772923077,-0.31071969442735,5.67282374350427,171.994402495726,0.175412860316239,0.153197056316239,1.283838953,-5.88569999999677e-05,2.289360445,-1.005462635,10.80104507,661.413254,0.371576874,0.300897925999999,1.948847375,-0.0843577529999999,2.373659341,-0.340454213,18.1586569,144.055402,0.200101954,0.230057387,1.48554899235526,1.04376493313158,0.66381724118421,0.0831949583552632,9.43984237355263,230.349592236842,0.120286265921053,0.0761706560921052,23.6,-1.3,86,0.266,0.263649717514124
"23",608648,2021,230,"Duffey, Tyler",2.178020797,0.368255339,0.856467576,0.953297882,9.45086707,209.081398,0.14256388,0.206536729,1.07640379034188,1.29428530774359,0.336565772923077,-0.31071969442735,5.67282374350427,171.994402495726,0.175412860316239,0.153197056316239,1.4752520862439,0.315159035865854,1.88374091487195,0.26930392720122,6.78645111768293,815.621116219512,0.157208652018293,0.140739768341463,1.555793622,-0.484888197,1.709611112,0.331070707,9.61970308000001,95.5339079999999,0.084981672,0.0051246340000004,1.48554899235526,1.04376493313158,0.66381724118421,0.0831949583552632,9.43984237355263,230.349592236842,0.120286265921053,0.0761706560921052,51.3,1,122,0.277,0.263649717514124
"24",543135,2021,234,"Eovaldi, Nathan",2.072039396,-0.138397144,1.837231389,0.373205151,18.30223851,27.071426,0.193638923,0.321731449,1.041256424,1.379717963,0.319116282,-0.657577821,7.25919312000001,70.6312539999999,0.084797172,0.0715905299999999,1.012110436,-0.043158381,1.741992626,-0.686723809,9.35212116,549.466795,0.107210323,0.0942600909999997,1.73187100567717,0.162564246598425,1.95160548432283,0.487169931307087,13.503783298189,375.738844716535,0.152112006755905,0.136532222952756,1.841994536,0.917978143,0.780856102,0.143160291,13.95810564,195.138434,0.12197632,0.101202185,18.8,1.1,118,0.223,0.263649717514124
"25",502179,2021,235,"Espino, Paolo",3.154820907,1.264236356,1.363549359,0.527035192,17.84799781,767.266949,0.0922002679999998,0.0696178549999997,1.735071429,3.059246868,0.431461153,-0.892714286,6.47265664000001,289.850538,0.260304511,0.0953609020000003,1.953960318,0.555349207,2.072436508,-0.673825397,12.5822619,1611.680655,0.482857143,0.191238095,1.73187100567717,0.162564246598425,1.95160548432283,0.487169931307087,13.503783298189,375.738844716535,0.152112006755905,0.136532222952756,1.48554899235526,1.04376493313158,0.66381724118421,0.0831949583552632,9.43984237355263,230.349592236842,0.120286265921053,0.0761706560921052,24.2,1,127,0.288,0.263649717514124
"26",607200,2021,236,"Fedde, Erick",0.843840655,-0.183901281,1.48063887,-0.452896934,13.45078357,431.464253,0.356086708,0.301106154,1.07640379034188,1.29428530774359,0.336565772923077,-0.31071969442735,5.67282374350427,171.994402495726,0.175412860316239,0.153197056316239,0.230363367,-1.108901939,2.405639528,-1.066374222,7.91964466,736.01026,0.148989,0.100273701,0.943176761,-0.728250404,2.024987993,-0.353560828,14.10239012,399.667644,0.356360711,0.265490521,0.647596123,0.367107877,0.929629712,-0.649141466,9.69102157,230.16413,0.184472638,0.188489926,23.4,-0.4,102,0.3,0.263649717514124
"27",623167,2021,239,"Flexen, Chris",2.613003517,0.90960494,0.826511339,0.876887238,15.54675825,600.877266,0.0862159229999999,0.0043533479999995,1.07640379034188,1.29428530774359,0.336565772923077,-0.31071969442735,5.67282374350427,171.994402495726,0.175412860316239,0.153197056316239,1.880139966,0.0620425180000001,1.674073761,0.144023687,5.49929476999999,1382.18254,0.166088437,0.182412669,1.73187100567717,0.162564246598425,1.95160548432283,0.487169931307087,13.503783298189,375.738844716535,0.152112006755905,0.136532222952756,1.69571299,1.494260206,0.241856073,-0.040403289,11.85633707,408.535025,0.063171969,0.0128870989999994,15.3,0,90,0.322,0.263649717514124
"28",592314,2021,240,"Foltynewicz, Mike",1.19231078,-0.955524586,1.730293269,0.417542097,17.09476825,160.297756,0.329924052,0.0601496719999996,0.088333994,0.356821707,0.417946976,-0.686434689,6.47915088000001,110.25024,0.19412549,0.0058418150000001,0.908781736,-1.248638759,2.023407442,0.134013053,8.55479798,536.219698,0.292300592,0.0766399660000001,0.833775822,-1.435792966,2.210561649,0.0590071389999999,16.42260042,217.408544,0.344702186,0.0479432499999994,1.48554899235526,1.04376493313158,0.66381724118421,0.0831949583552632,9.43984237355263,230.349592236842,0.120286265921053,0.0761706560921052,12.6,-1.7,96,0.273,0.263649717514124
"29",607536,2021,241,"Freeland, Kyle",1.852883849,1.306210209,0.985943542,1.532617182,11.18999889,38.772496,0.180148675,0.250775063,1.176514312,0.573577249,0.253310582,0.856247645,5.72697063,113.22275,0.0443375290000001,0.0986262,1.393943951,1.693635309,1.373368642,1.073677284,5.55130371,894.309753,0.000108642,0.127851358,1.315838571,1.80741,1.487143333,0.995571904,11.10712381,78.1876189999998,0.101211904,0.035625714,1.48554899235526,1.04376493313158,0.66381724118421,0.0831949583552632,9.43984237355263,230.349592236842,0.120286265921053,0.0761706560921052,19.9,1.3,108,0.211,0.263649717514124
"30",608331,2021,242,"Fried, Max",2.347958539,1.40059381,0.80454198,1.751906709,19.52728842,536.165759,0.166041107,0.0023596579999995,1.303002258,0.541481686,0.0545701439999999,0.706950428,10.27707224,165.549272,0.157014486,0.153526823,1.74297949,2.274070399,1.678018569,1.14692766,10.27391075,1238.575943,0.380654102,0.405885254999999,2.158788268,2.167891716,1.571839886,1.562736438,19.02751577,653.761522,0.162486964,0.0449981069999996,1.48554899235526,1.04376493313158,0.66381724118421,0.0831949583552632,9.43984237355263,230.349592236842,0.120286265921053,0.0761706560921052,25.6,1.1,108,0.204,0.263649717514124
"31",668678,2021,244,"Gallen, Zac",2.425802339,0.695252206,0.970396649,0.760153484,13.64790262,112.943557,0.0702872929999998,0.0440133569999998,0.96956053,1.621537931,0.0441109239999999,-0.696088325,6.41084659,29.8487519999999,0.0544376159999999,0.0819144350000007,1.274177317,-0.076994111,1.742642966,-0.391471538,6.36993456,961.004711,0.114167721,0.171480698000001,2.491424936,0.166980492,1.498668363,0.825776081,13.56564885,108.917726,0.0686132320000001,0.015699745,1.862102902,1.25035149,0.415297365,0.196454047,10.53231552,190.806615,0.0279917630000001,0.05379178,12.5,-0.3,117,0.231,0.263649717514124
"32",593334,2021,247,"Germán, Domingo",1.648755642,-0.419677029,0.86262479,1.205807881,12.25091225,132.005758,0.161917729,0.307433281,1.07640379034188,1.29428530774359,0.336565772923077,-0.31071969442735,5.67282374350427,171.994402495726,0.175412860316239,0.153197056316239,0.970506638,-1.139889962,1.582837723,0.527558877,5.42883969,320.895226,0.145395332,0.153334637,0.966335311,-1.107168963,1.550116724,0.52338755,12.56990528,232.178256,0.117197347,0.347714314,1.48554899235526,1.04376493313158,0.66381724118421,0.0831949583552632,9.43984237355263,230.349592236842,0.120286265921053,0.0761706560921052,33.9,0.9,109,0.248,0.263649717514124
"33",502043,2021,248,"Gibson, Kyle",2.053303184,0.225243075,1.064910181,0.763149928,13.41935494,143.31895,0.203922806,0.115307456,0.61684729,1.162150321,0.128002935,-0.673305966,4.07426233000001,78.0488380000002,0.0476508930000001,0.0853525399999997,1.036739403,-0.516359555,1.806512811,-0.253413853,5.37969049,793.809387,0.111098539,0.119092731999999,1.329578583,-0.552564274,1.84271753,0.039425327,12.87855423,299.01223,0.0742111969999999,0.0205541479999995,1.366071812,0.833244709,0.456908547,0.0759185559999999,10.09179378,68.0679539999996,0.0609121100000003,0.0380128549999998,9.1,1.1,103,0.28,0.263649717514124
"34",596295,2021,252,"Gomber, Austin",2.862503664,1.863380158,0.949539328,1.948662834,15.92393517,482.417442,0.109309153,0.0629606609999999,1.621884079,0.928298333,0.014457503,0.708043249,9.56485154000001,211.34376,0.337414785,0.0982233489999995,2.315481641,2.201231641,1.287390811,1.401640811,7.43143406,855.810328,0.207786909,0.230333717,1.73187100567717,0.162564246598425,1.95160548432283,0.487169931307087,13.503783298189,375.738844716535,0.152112006755905,0.136532222952756,1.48554899235526,1.04376493313158,0.66381724118421,0.0831949583552632,9.43984237355263,230.349592236842,0.120286265921053,0.0761706560921052,15.6,-0.7,105,0.189,0.263649717514124
"35",594835,2021,253,"Gonzales, Marco",2.533834278,1.961394209,1.40075175,1.973191819,13.22209526,139.162207,0.495107714,0.295691149,1.07640379034188,1.29428530774359,0.336565772923077,-0.31071969442735,5.67282374350427,171.994402495726,0.175412860316239,0.153197056316239,1.920413001,2.456872228,1.896229769,1.359770542,4.16346416,98.0218709999999,0.14219004,0.0444113699999997,1.73187100567717,0.162564246598425,1.95160548432283,0.487169931307087,13.503783298189,375.738844716535,0.152112006755905,0.136532222952756,2.204116915,1.316887999,0.75624554,1.643474456,10.36490038,162.887275,0.268607054,0.141617251,15.4,-0.2,93,0.357,0.263649717514124
"36",680686,2021,256,"Gray, Josiah",1.761182838,-0.511516843,0.918259515,1.354440166,10.80475175,174.044166,0.304171462,0.189847905000001,0.715079669,0.384663003,0.0220796689999999,0.308336997,1.91996607,341.262351,0.0852220420000002,0.0981009769999996,1.284621336,-0.906628664,1.313371336,0.877878664,5.44288273999999,210.020684,0.0290553749999999,0.115100977,1.73187100567717,0.162564246598425,1.95160548432283,0.487169931307087,13.503783298189,375.738844716535,0.152112006755905,0.136532222952756,1.48554899235526,1.04376493313158,0.66381724118421,0.0831949583552632,9.43984237355263,230.349592236842,0.120286265921053,0.0761706560921052,25.3,-0.6,109,0.23,0.263649717514124
"37",543243,2021,257,"Gray, Sonny",2.41976798,0.991145339,1.322617037,0.106005604,12.90816365,328.680347,0.011492248,0.0493228090000004,0.706323152,2.352841009,0.0390786330000001,-1.607439224,2.92842644999999,143.886236,0.0819304269999999,0.0985051710000002,1.912016323,0.108232539,2.205529837,-0.401746053,8.80415038999999,922.198501,0.164969761,0.161670591,1.93892279,0.0452710189999998,2.268491357,-0.374839586,13.00203695,433.030909,0.096198356,0.0527868610000004,1.247335733,1.601881188,0.711881188,-1.066426643,7.18216022,300.517911,0.000435644,0.164189019,23.2,0.2,112,0.269,0.263649717514124
"38",643338,2021,258,"Green, Chad",1.855653406,-0.126969545,1.028208483,0.954414468,10.66664577,79.1096400000001,0.0743397029999999,0.0425833660000005,1.07640379034188,1.29428530774359,0.336565772923077,-0.31071969442735,5.67282374350427,171.994402495726,0.175412860316239,0.153197056316239,1.4752520862439,0.315159035865854,1.88374091487195,0.26930392720122,6.78645111768293,815.621116219512,0.157208652018293,0.140739768341463,1.890039823,-0.623960177,1.525199115,0.988800885,10.92969027,13.052655,0.154522124,0.0541238939999999,1.48554899235526,1.04376493313158,0.66381724118421,0.0831949583552632,9.43984237355263,230.349592236842,0.120286265921053,0.0761706560921052,34.5,0.1,115,0.262,0.263649717514124
"39",425844,2021,259,"Greinke, Zack",2.253320723,0.772287584,1.059063127,0.421970012,17.74668385,130.26768,0.014572628,0.0758433800000002,1.126826346,1.536954551,0.29439616,-0.704524365,12.39529833,7.27066500000001,0.0684552189999998,0.0462855759999998,1.252092959,-0.185044912,2.016395623,-0.579257752,15.16976336,770.439576,0.162374134,0.0198842460000001,1.803330271,-0.203744559,2.03509527,-0.0280204399999999,18.34103878,208.402167,0.0589460619999999,0.0155255179999995,1.69992891,1.35492891,0.476421801,-0.131421801,14.01042654,267.545024,0.971327014,0.0603554500000003,16.6,0,97,0.335,0.263649717514124
"40",661269,2021,262,"Gutierrez, Vladimir",1.855405629,-0.238097261,2.10530223,-0.01179934,15.60812624,403.710569,0.0065490249999999,0.217668725,0.799827442,1.407573246,0.459631723,-1.067377527,5.66459926,122.550702,0.170991852,0.137725918,1.384481755,-0.445027174,2.312232143,-0.482723214,3.81381988,910.334821,0.0545341609999998,0.25170031,2.289347826,-0.750652174,2.617857143,0.422142857,15.28881988,263.119047,0.113084886,0.215807453,1.48554899235526,1.04376493313158,0.66381724118421,0.0831949583552632,9.43984237355263,230.349592236842,0.120286265921053,0.0761706560921052,17.6,-0.1,101,0.331,0.263649717514124
