"","mlbAM_ID","Year","index","player_name","FF_pfx_z_diff","FF_pfx_x_SL_pfx_z_diff","FF_pfx_x_diff","FF_pfx_z_SL_pfx_x_diff","FF_release_speed_diff","FF_release_spin_rate_diff","FF_release_pos_x_diff","FF_release_pos_z_diff","CU_pfx_z_diff","CU_pfx_x_SL_pfx_z_diff","CU_pfx_x_diff","CU_pfx_z_SL_pfx_x_diff","CU_release_speed_diff","CU_release_spin_rate_diff","CU_release_pos_x_diff","CU_release_pos_z_diff","CH_pfx_z_diff","CH_pfx_x_SL_pfx_z_diff","CH_pfx_x_diff","CH_pfx_z_SL_pfx_x_diff","CH_release_speed_diff","CH_release_spin_rate_diff","CH_release_pos_x_diff","CH_release_pos_z_diff","SI_pfx_z_diff","SI_pfx_x_SL_pfx_z_diff","SI_pfx_x_diff","SI_pfx_z_SL_pfx_x_diff","SI_release_speed_diff","SI_release_spin_rate_diff","SI_release_pos_x_diff","SI_release_pos_z_diff","FC_pfx_z_diff","FC_pfx_x_SL_pfx_z_diff","FC_pfx_x_diff","FC_pfx_z_SL_pfx_x_diff","FC_release_speed_diff","FC_release_spin_rate_diff","FC_release_pos_x_diff","FC_release_pos_z_diff","pitch_usage","run_value_per_100","Stuff","est_woba","prediction"
"12",641745,2020,96,"Keller, Brad",1.544274965,0.682420862,0.301176699,0.560677404,8.2612008,247.948153,0.011238139,0.0621105160000006,0.967135185802752,0.223655317472477,0.301723818577982,-1.10186294031193,6.36170818279817,140.690878756881,0.17138771837156,0.149404311463303,1.081757533,-0.230007173,1.213604734,0.098159972,4.11153157,625.804161,0.0991122669999999,0.0461244620000007,1.197876458,-0.328862672,1.312460233,0.214278897,7.77419141,385.299046,0.0294127779999999,0.0874032339999999,0.592588361405063,0.0417066740886076,0.538416226746835,0.145182208620253,5.20505476189873,122.55335813924,0.120203871873418,0.080684217392405,38.2,3.1,117,0.285,0.274843450479233
"13",477132,2020,97,"Kershaw, Clayton",0.96451878,-0.71247017,0.344756721,2.021745671,3.69850736000001,194.38546,0.0135982789999999,0.0320771630000003,1.972217582,-1.032337342,0.024889549,-0.914990691,13.72435466,140.316696,0.367317801,0.163553565,0.729159664,0.304159664,1.361386555,1.786386555,0.968067229999988,497.900612,0.296484594,0.111386555,0.760013892791855,-0.737604987321267,1.73011990544796,0.546594293162896,8.858113309819,270.321756085973,0.14323634559276,0.0895830371764706,0.592588361405063,0.0417066740886076,0.538416226746835,0.145182208620253,5.20505476189873,122.55335813924,0.120203871873418,0.080684217392405,40.2,2.6,120,0.224,0.274843450479233
"14",641771,2020,102,"Kuhl, Chad",0.986370455,-1.058808116,1.216189935,0.828988636,5.96462662,515.259525,0.21439448,0.0560279220000001,0.866386898,0.634936631,0.477554812,-1.023768717,6.44046791,245.714949,0.0291791439999999,0.0282157759999996,0.213927273,-1.317890909,1.475272728,0.0565454539999999,0.478181820000003,936.038523,0.0437575759999999,0.257830302999999,0.810080219,-1.31189403,1.469275849,0.6526984,6.23990636000001,510.046066,0.0633226690000001,0.0058612569999993,0.592588361405063,0.0417066740886076,0.538416226746835,0.145182208620253,5.20505476189873,122.55335813924,0.120203871873418,0.080684217392405,34.9,1.8,119,0.298,0.274843450479233
"15",659275,2020,103,"Lamet, Dinelson",1.22784675,-0.712691712,0.881028027,1.059510435,10.51088253,118.649013,0.103521765,0.0173935599999994,0.967135185802752,0.223655317472477,0.301723818577982,-1.10186294031193,6.36170818279817,140.690878756881,0.17138771837156,0.149404311463303,0.500610225929577,-0.703504451834507,1.61107745310915,0.293490888929577,2.78651451514085,734.505710408803,0.120252736144366,0.0888553550774647,1.162985264,-1.251447725,1.41978404,0.994648949,10.45205356,171.716023,0.115516478,0.0023999039999997,0.592588361405063,0.0417066740886076,0.538416226746835,0.145182208620253,5.20505476189873,122.55335813924,0.120203871873418,0.080684217392405,53.4,3.2,129,0.17,0.274843450479233
"16",628317,2020,109,"Maeda, Kenta",0.736617915,-1.193164693,0.920677782,1.009104826,8.72692636000001,233.67286,0.0625315839999998,0.0081988390000002,1.256687711,0.020371112,0.292858023,-0.9842008,4.44727440999999,86.585771,0.212132738,0.271142594,0.361895324,-1.587777677,1.315290766,-0.089408413,1.54044185000001,1016.087614,0.018914745,0.0896028009999998,0.205186238,-1.86138519,1.588898279,0.477673149,7.86793567000001,298.027674,0.0105983539999998,0.0093448010000001,0.102974598,-0.427395772,0.154908861,0.375461509,4.31470816000001,55.5514840000001,0.0137667249999999,0.0061014149999998,38.7,0.8,106,0.309,0.274843450479233
"17",641816,2020,110,"Mahle, Tyler",1.19601343,-1.295825893,1.339243159,1.152596164,6.97401782999999,248.400558,0.0166955899999998,0.0468652569999994,0.343285372,0.318381295,0.274964029,-0.386702638,5.94892086,78.4100720000001,0.130035971,0.0331654679999999,0.602276032,-1.415302916,1.458720182,0.558858766,0.400026509999989,718.77323,0.101825445,0.0233608480000002,0.760013892791855,-0.737604987321267,1.73011990544796,0.546594293162896,8.858113309819,270.321756085973,0.14323634559276,0.0895830371764706,0.592588361405063,0.0417066740886076,0.538416226746835,0.145182208620253,5.20505476189873,122.55335813924,0.120203871873418,0.080684217392405,32.6,1.4,110,0.242,0.274843450479233
"18",519144,2020,138,"Porcello, Rick",0.733427827,-1.276086736,0.869884645,1.139629918,5.31166062999999,60.217517,0.276777849,0.0273187650000004,1.058981882,0.212418118,0.618620209,-0.652779791,11.31076655,228.803066,0.057420209,0.0945226479999998,0.0440173659999999,-1.847001237,1.440799146,0.362184725,4.42786332,677.228869,0.202976565,0.0506870289999996,0.226925295,-1.941328293,1.535126202,0.633127386,3.82095593999999,213.698656,0.136465915,0.0191663469999996,0.592588361405063,0.0417066740886076,0.538416226746835,0.145182208620253,5.20505476189873,122.55335813924,0.120203871873418,0.080684217392405,29.2,-1,87,0.34,0.274843450479233
"19",592662,2020,141,"Ray, Robbie",0.829125082,0.213827463,0.80734184,1.422639459,7.27403138999999,43.256715,0.101700644,0.0230873780000004,0.739271743,-0.637882854,0.044368477,-0.145757366,3.0164448,181.621688,0.125315229,0.0936824629999995,0.765174617,0.103450479,0.696964856,1.358688994,2.93882339999999,75.2086650000001,0.114834197,0.178565604999999,0.590292584,0.618187321,1.211701698,1.183806961,6.72902303999999,27.5317139999997,0.124385404,0.0675777700000006,0.592588361405063,0.0417066740886076,0.538416226746835,0.145182208620253,5.20505476189873,122.55335813924,0.120203871873418,0.080684217392405,29.4,1.2,94,0.216,0.274843450479233
"20",572070,2020,142,"Richards, Garrett",1.118881086,0.27617686,0.21348757,0.629216656,6.64102088999999,268.239494,0.0256800259999998,0.0047088570000006,1.345217267,1.11224036,0.62257593,-1.834881697,8.47785235000001,406.400182,0.315122853,0.271127858,0.500610225929577,-0.703504451834507,1.61107745310915,0.293490888929577,2.78651451514085,734.505710408803,0.120252736144366,0.0888553550774647,1.142461145,-0.546617802,1.036282232,0.652796715,6.85504238999999,303.342459,0.008445779,0.0254097489999995,0.592588361405063,0.0417066740886076,0.538416226746835,0.145182208620253,5.20505476189873,122.55335813924,0.120203871873418,0.080684217392405,37.8,0.9,99,0.278,0.274843450479233
"21",622608,2020,153,"Senzatela, Antonio",0.746922549,-0.653695098,0.936695098,0.463922549,8.07931373000001,37.9815159999998,0.0227480390000001,0.0462215679999999,0.720885185,0.4918,0.2088,-1.003885185,7.14259258999999,138.904815,0.526529629,0.327737037,0.588935417,-0.854814583,1.137814583,0.305935417,0.117447920000003,49.3214579999999,0.0025770830000002,0.0542739579999995,0.760013892791855,-0.737604987321267,1.73011990544796,0.546594293162896,8.858113309819,270.321756085973,0.14323634559276,0.0895830371764706,0.592588361405063,0.0417066740886076,0.538416226746835,0.145182208620253,5.20505476189873,122.55335813924,0.120203871873418,0.080684217392405,24.8,1.9,103,0.281,0.274843450479233
"22",656954,2020,154,"Sheffield, Justus",1.221042373,0.864792373,1.221538136,1.577788136,10.68398305,582.519915,0.137516949,0.0727584750000005,0.967135185802752,0.223655317472477,0.301723818577982,-1.10186294031193,6.36170818279817,140.690878756881,0.17138771837156,0.149404311463303,0.307505788,1.332322861,1.689068624,0.664251551,4.47239768,774.4315,0.0206537829999999,0.146203597,0.750576271,1.412125908,1.768871671,1.107322034,10.01636804,558.955448,0.075961259,0.0621985480000004,0.592588361405063,0.0417066740886076,0.538416226746835,0.145182208620253,5.20505476189873,122.55335813924,0.120203871873418,0.080684217392405,33.5,1.8,105,0.24,0.274843450479233
"23",663903,2020,158,"Singer, Brady",1.169405059,-0.552023513,1.097434984,0.623993588,9.78421802999999,190.973929,0.0975204849999999,0.0238973989999999,0.967135185802752,0.223655317472477,0.301723818577982,-1.10186294031193,6.36170818279817,140.690878756881,0.17138771837156,0.149404311463303,1.009890773,-1.156109227,1.701520698,0.464479302,4.69650374,223.1025,0.0180633419999998,0.0242688279999994,1.150199745,-0.996798623,1.542210094,0.604788274,10.22183164,146.643936,0.157746539,0.0013484640000003,0.592588361405063,0.0417066740886076,0.538416226746835,0.145182208620253,5.20505476189873,122.55335813924,0.120203871873418,0.080684217392405,37.4,0.2,104,0.314,0.274843450479233
"24",547888,2020,169,"Tanaka, Masahiro",1.114007456,-1.074479031,1.0313411,1.157145387,8.33648649,49.6188499999998,0.104351351,0.0186421249999995,0.709187739,0.311923372,0.355061303,-0.666049808,9.00111111,89.2241450000001,0.197222222,0.191988505,0.386270085,-1.356975988,1.313838057,0.429408016,3.15198952999999,701.911528,0.134497382,0.0655033400000002,0.574137931,-1.608275862,1.565137931,0.617275862,7.5437931,163.915702,0.189172414,0.0914482759999995,0.592588361405063,0.0417066740886076,0.538416226746835,0.145182208620253,5.20505476189873,122.55335813924,0.120203871873418,0.080684217392405,37.7,0.3,106,0.234,0.274843450479233
"25",592866,2020,185,"Williams, Trevor",1.146099018,-0.259592226,0.897119901,0.508571343,8.85191558000001,0.98825799999986,0.0186868909999999,0.0160954479999997,0.232425687,0.79799098,0.160463305,-0.869953362,4.84658671999999,8.02685199999996,0.102221197,0.139911336,0.701209618,-1.069241995,1.70676967,0.063681943,2.4097036,425.219116,0.032760624,0.0335931440000001,0.65020013,-1.0666234,1.704151075,0.012672455,6.98606034000001,317.548148,0.084487953,0.142560886,0.592588361405063,0.0417066740886076,0.538416226746835,0.145182208620253,5.20505476189873,122.55335813924,0.120203871873418,0.080684217392405,26.6,-2,90,0.307,0.274843450479233
"26",669211,2021,194,"Akin, Keegan",1.237259254,0.627912073,1.266442333,1.875789514,7.88594879999999,120.78028,0.132792225,0.173835447,0.627636888,-0.782939918,0.144409658,0.010893372,7.75738363000001,195.122173,0.0406898960000003,0.0273757750000003,0.433380554,1.004659624,1.643189884,1.071910814,2.24883888000001,279.165706,0.0723380640000002,0.0803902220000001,0.760013892791855,-0.737604987321267,1.73011990544796,0.546594293162896,8.858113309819,270.321756085973,0.14323634559276,0.0895830371764706,0.592588361405063,0.0417066740886076,0.538416226746835,0.145182208620253,5.20505476189873,122.55335813924,0.120203871873418,0.080684217392405,19.6,-3.5,109,0.371,0.274843450479233
"27",645261,2021,195,"Alcantara, Sandy",0.863182089,-1.166802941,0.774098791,1.255886239,7.64054401,120.270932,0.004947054,0.0562005509999998,0.601970075,0.0329666339999999,0.425670784,-0.209265925,6.70232153000001,36.5314250000001,0.0551312430000003,0.140861167,0.007000677,-1.624308369,1.231604219,0.385703473,1.39450696,353.747786,0.0689937410000003,0.0890542390000002,0.32779213,-1.72290661,1.33020246,0.72049628,7.19275728,34.6906669999998,0.0440367649999999,0.0460561149999998,0.592588361405063,0.0417066740886076,0.538416226746835,0.145182208620253,5.20505476189873,122.55335813924,0.120203871873418,0.080684217392405,24.1,0.2,132,0.244,0.274843450479233
"28",640470,2021,197,"Alzolay, Adbert",1.144128099,-0.907229242,1.259193298,0.792164043,7.84674684000001,315.325275,0.060682386,0.0336497529999997,0.276925852,0.372597958,0.020633902,-0.628889908,6.16305398,38.4080049999998,0.0050345379999998,0.0503863310000003,0.529968558,-1.423509703,1.775473759,0.178004502,0.603530169999999,905.274189,0.0852415769999999,0.0039304389999994,0.748325772,-1.511768925,1.863732981,0.396361716,7.60953801000001,401.276248,0.091353449,0.0738305960000005,0.312411946,0.032255696,0.31970836,-0.0395521099999999,4.03865733000001,245.770566,0.0315040319999999,0.0357695160000002,39.8,1.1,116,0.256,0.274843450479233
"29",453562,2021,199,"Arrieta, Jake",1.14105705139739,-0.437607854006515,1.14691661367101,1.00007686557655,9.19161658941368,196.262868856678,0.145915218791531,0.100797114270358,1.412375958,0.448441886,0.727044296,-1.133773548,7.94042371,412.956062,0.0944395570000002,0.124060733,0.413649585,-1.90935381,1.6307514,-0.135047175,1.28836077000001,489.797302,0.0440824710000002,0.0458647540000001,0.177441199,-1.875504453,1.596902043,0.456043609,3.09214902999999,193.188562,0.2227077,0.145749476,0.592588361405063,0.0417066740886076,0.538416226746835,0.145182208620253,5.20505476189873,122.55335813924,0.120203871873418,0.080684217392405,23.8,-1.4,99,0.378,0.274843450479233
"30",453268,2021,200,"Bard, Daniel",0.61683256,-0.998714886,1.554312034,0.061235412,10.41105039,178.438192,0.189041987,0.308566689,0.967135185802752,0.223655317472477,0.301723818577982,-1.10186294031193,6.36170818279817,140.690878756881,0.17138771837156,0.149404311463303,0.10590909,-1.543636363,2.099233511,-0.661506238,2.75632799,764.3739,0.16117647,0.426818182,0.241567927,-1.421578141,1.977175289,-0.314029221,10.23354964,323.584149,0.257354543,0.445423902,0.592588361405063,0.0417066740886076,0.538416226746835,0.145182208620253,5.20505476189873,122.55335813924,0.120203871873418,0.080684217392405,46.1,1.3,141,0.239,0.274843450479233
"31",605130,2021,201,"Barlow, Scott",1.280994709,-0.341548501,1.07788007,0.54466314,10.30779541,114.236736,0.166497355,0.0914779540000001,0.777363316,1.271668942,0.535337373,-1.513694885,5.65855166,57.9755289999998,0.261926666,0.220480244,0.500610225929577,-0.703504451834507,1.61107745310915,0.293490888929577,2.78651451514085,734.505710408803,0.120252736144366,0.0888553550774647,1.104303351,-1.215696649,1.952028218,0.367971782,11.29964727,396.429329,1.158324515,0.0377248670000005,0.592588361405063,0.0417066740886076,0.538416226746835,0.145182208620253,5.20505476189873,122.55335813924,0.120203871873418,0.080684217392405,46.4,0.9,111,0.277,0.274843450479233
"32",545333,2021,203,"Bauer, Trevor",1.873735861,-0.630603499,2.25626615,0.24807321,13.01358186,178.809977,0.197255936,0.148532391,1.409153012,0.971346988,0.654315663,-3.034815663,1.20908434,50.774402,0.368395783,0.42248253,0.800470392,-1.183572161,2.809234812,-0.825192259,7.26455396,1132.164487,0.069690464,0.0631972570000005,1.445436308,-1.026311264,2.651973915,-0.180226343,13.55585741,408.482502,0.195402094,0.004516025,0.235270304,0.617731444,1.007931207,-1.390392347,4.46531462,90.980258,0.112391379,0.115891596999999,18.6,2.1,126,0.203,0.274843450479233
"33",669456,2021,204,"Bieber, Shane",1.437398836,-0.916575756,0.981651132,1.37232346,7.02964141000001,349.162307,0.10289688,0.052713476,1.192874589,0.610513501,0.545438125,-1.257949965,2.58870791,296.723799,0.0880671320000001,0.0688083119999998,0.581176774,-1.368138295,1.433213671,0.516101398,1.67727336,942.757736,0.0233468709999999,0.007455084,0.760013892791855,-0.737604987321267,1.73011990544796,0.546594293162896,8.858113309819,270.321756085973,0.14323634559276,0.0895830371764706,0.757335678,-0.0022643219999999,0.067339698,0.692260302,2.48664322,52.5586859999999,0.0131517589999998,0.0275668339999999,25.5,2.1,108,0.227,0.274843450479233
"34",641394,2021,207,"Brentz, Jake",1.435167105,1.019711155,1.067568297,1.483024247,11.75404565,18.0590480000001,0.0117624300000001,0.0885550699999999,0.967135185802752,0.223655317472477,0.301723818577982,-1.10186294031193,6.36170818279817,140.690878756881,0.17138771837156,0.149404311463303,0.577155845,1.617227273,1.665084415,0.625012987,5.81837662999999,547.453257,0.0397467529999999,0.0601493510000006,1.338584416,1.490584416,1.538441558,1.386441558,11.91766234,35.0967430000001,0.0184610389999999,0.0416493510000002,0.592588361405063,0.0417066740886076,0.538416226746835,0.145182208620253,5.20505476189873,122.55335813924,0.120203871873418,0.080684217392405,27.8,-0.9,115,0.322,0.274843450479233
"35",664141,2021,208,"Brubaker, JT",1.083722468,-0.966655683,0.833542901,1.21683525,5.72008846,469.221671,0.0183016369999999,0.0641764699999996,0.95739805,0.292849475,0.425962257,-0.824285268,7.67594283,153.004013,0.0993795130000001,0.162547383,0.405785561,-1.544133138,1.411020356,0.538898343,0.042128489999996,762.995464,0.151452411,0.149351917,0.665209142,-1.549121402,1.41600862,0.798321924,6.20723378,381.3024,0.0381520739999996,0.0466802160000003,0.592588361405063,0.0417066740886076,0.538416226746835,0.145182208620253,5.20505476189873,122.55335813924,0.120203871873418,0.080684217392405,34.2,-0.4,104,0.288,0.274843450479233
"36",621111,2021,209,"Buehler, Walker",1.434560699,-0.320749793,1.437224447,0.318086045,10.48895325,326.311002,0.112867488,0.170680208999999,1.298839396,0.82543945,0.291035204,-2.41531405,4.72455135000001,62.322357,0.203746788,0.238222039999999,0.380222785,-1.151565294,2.268039948,-0.736251869,6.61049227,1276.407109,0.283487197,0.0844833220000005,1.056895112,-1.17541258,2.291887234,-0.0595795419999998,10.45886211,457.209905,0.36031037,0.191943558,0.627240471,0.429236595,0.687238059,-0.489234183,6.70203443999999,181.338458,0.07173454,0.0014481299999999,13.8,1.6,141,0.181,0.274843450479233
"37",605164,2021,210,"Bundy, Dylan",1.836821548,-0.222063067,0.806038222,1.252846393,10.80161133,164.472695,0.139263975,0.108521739,0.91288999,0.976677317,0.392702162,-1.496865145,5.92319637,213.335462,0.205167821,0.178829431,0.90766531,-0.817167226,1.401142381,0.323690155,3.34583197000001,1107.989573,0.0497735440000002,0.0281485330000004,1.576209527,-0.816642184,1.400617339,0.992234372,10.82882177,332.205529,0.282478804,0.162491321,0.592588361405063,0.0417066740886076,0.538416226746835,0.145182208620253,5.20505476189873,122.55335813924,0.120203871873418,0.080684217392405,21.1,0,98,0.295,0.274843450479233
"38",656288,2021,212,"Canning, Griffin",1.583161287,-0.763726584,0.645830032,1.701057839,5.36152845000001,372.374873,0.151439201,0.0182137620000002,0.474591954,0.637741379,0.755637931,-0.356695402,6.30186780999999,313.696092,0.168617816,0.0393764359999995,0.681341816,-1.486474778,1.368578226,0.799238368,0.913288660000006,769.270556,0.1585585,0.104455805000001,0.760013892791855,-0.737604987321267,1.73011990544796,0.546594293162896,8.858113309819,270.321756085973,0.14323634559276,0.0895830371764706,0.592588361405063,0.0417066740886076,0.538416226746835,0.145182208620253,5.20505476189873,122.55335813924,0.120203871873418,0.080684217392405,26.9,-1.7,114,0.255,0.274843450479233
"39",622491,2021,213,"Castillo, Luis",1.09077694,-0.915863858,0.983372949,1.023267849,10.75557428,116.122563,0.111999113,0.185043902,0.967135185802752,0.223655317472477,0.301723818577982,-1.10186294031193,6.36170818279817,140.690878756881,0.17138771837156,0.149404311463303,0.107293625,-1.36946986,1.436978951,0.0397845339999999,1.95690834,470.101304,0.0203683890000001,0.0912646930000002,0.395760963,-1.437434224,1.504943315,0.328251872,10.93846524,299.210734,0.142495722,0.0769390369999998,0.592588361405063,0.0417066740886076,0.538416226746835,0.145182208620253,5.20505476189873,122.55335813924,0.120203871873418,0.080684217392405,17.4,0.8,111,0.244,0.274843450479233
